"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms7",,,,"User:","nikolijo"
"Cmdline:","dstat -c -d -i -l -m -n -p -t -y --tcp --output dstat_memcached2_cpt27_rep3_r.csv",,,,"Date:","20 Nov 2017 19:48:57 UTC"

"total cpu usage",,,,,,"dsk/total",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"system","system",,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","4","7","12","1m","5m","15m","used","buff","cach","free","recv","send","run","blk","new","time","int","csw","lis","act","syn","tim","clo"
3.464,6.075,86.474,1.183,2.804,0.0,30110.973,23779.362,0.173,888.731,0.027,0.140,0.140,0.140,112373760.0,17207296.0,229875712.0,1400410112.0,0.0,0.0,0.0,0.0,3.149,20-11 19:48:57,1162.235,1015.335,5.0,2.0,0.0,2.0,0.0
1.0,3.0,94.0,0.0,2.0,0.0,0.0,0.0,0.0,551.0,0.0,0.140,0.140,0.140,112361472.0,17207296.0,229883904.0,1400414208.0,355446.0,4689956.0,0.0,0.0,0.0,20-11 19:48:58,819.0,688.0,5.0,29.0,0.0,2.0,0.0
2.0,5.0,86.0,3.0,4.0,0.0,0.0,65536.0,0.0,1275.0,0.0,0.140,0.140,0.140,112480256.0,17215488.0,229883904.0,1400287232.0,687306.0,9177882.0,1.0,0.0,0.0,20-11 19:48:59,1547.0,1392.0,5.0,29.0,0.0,2.0,0.0
2.0,5.0,89.0,0.0,4.0,0.0,0.0,0.0,0.0,1213.0,0.0,0.140,0.140,0.140,112480256.0,17215488.0,229883904.0,1400287232.0,688194.0,9227554.0,1.0,0.0,0.0,20-11 19:49:00,1481.0,1356.0,5.0,29.0,0.0,2.0,0.0
2.0,4.0,91.0,0.0,3.0,0.0,0.0,0.0,0.0,1079.0,0.0,0.140,0.140,0.140,112480256.0,17215488.0,229883904.0,1400287232.0,637650.0,8560006.0,0.0,0.0,0.0,20-11 19:49:01,1346.0,1250.0,5.0,29.0,0.0,2.0,0.0
1.0,4.0,92.0,0.0,3.0,0.0,0.0,0.0,0.0,944.0,0.0,0.130,0.140,0.140,112513024.0,17215488.0,229883904.0,1400254464.0,621528.0,8326052.0,0.0,0.0,0.0,20-11 19:49:02,1212.0,1101.0,5.0,29.0,0.0,2.0,0.0
1.980,3.960,90.099,0.0,3.960,0.0,0.0,0.0,0.0,1128.0,0.0,0.130,0.140,0.140,112513024.0,17215488.0,229883904.0,1400254464.0,641904.0,8565680.0,1.0,0.0,0.0,20-11 19:49:03,1397.0,1271.0,5.0,29.0,0.0,2.0,0.0
1.010,4.040,88.889,3.030,3.030,0.0,0.0,12288.0,0.0,1161.0,0.0,0.130,0.140,0.140,112472064.0,17223680.0,229883904.0,1400287232.0,616378.0,8267766.0,1.0,0.0,0.0,20-11 19:49:04,1430.0,1303.0,5.0,29.0,0.0,2.0,0.0
1.980,4.950,89.109,0.0,3.960,0.0,0.0,0.0,0.0,1161.0,0.0,0.130,0.140,0.140,112472064.0,17223680.0,229883904.0,1400287232.0,611397.0,8192161.0,1.0,0.0,0.0,20-11 19:49:05,1428.0,1331.0,5.0,29.0,0.0,2.0,0.0
