"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms6",,,,"User:","nikolijo"
"Cmdline:","dstat -c -d -i -l -m -n -p -t -y --tcp --output dstat_memcached1_cpt27_rep1_w.csv",,,,"Date:","20 Nov 2017 18:39:10 UTC"

"total cpu usage",,,,,,"dsk/total",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"system","system",,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","4","7","12","1m","5m","15m","used","buff","cach","free","recv","send","run","blk","new","time","int","csw","lis","act","syn","tim","clo"
2.943,5.264,86.192,4.000,1.601,0.0,91374.831,21298647.400,0.508,616.685,0.081,0.180,0.090,0.110,111652864.0,10833920.0,229707776.0,1407672320.0,0.0,0.0,0.0,0.0,3.394,20-11 18:39:10,890.637,724.660,5.0,2.0,0.0,3.0,0.0
2.020,2.020,93.939,0.0,2.020,0.0,0.0,0.0,0.0,747.0,0.0,0.180,0.090,0.110,111767552.0,10833920.0,229711872.0,1407553536.0,5555705.0,370308.0,0.0,0.0,0.0,20-11 18:39:11,1016.0,888.0,5.0,29.0,0.0,2.0,0.0
1.980,3.960,91.089,0.0,2.970,0.0,0.0,0.0,0.0,954.0,0.0,0.170,0.090,0.110,111833088.0,10833920.0,229711872.0,1407488000.0,7858099.0,516346.0,1.0,0.0,0.0,20-11 18:39:12,1221.0,1074.0,5.0,29.0,0.0,2.0,0.0
2.020,3.030,91.919,0.0,3.030,0.0,0.0,0.0,0.0,944.0,0.0,0.170,0.090,0.110,111800320.0,10833920.0,229711872.0,1407520768.0,7783862.0,515458.0,0.0,0.0,0.0,20-11 18:39:13,1211.0,1123.0,5.0,29.0,0.0,2.0,0.0
2.020,3.030,91.919,0.0,3.030,0.0,0.0,0.0,0.0,1215.0,0.0,0.170,0.090,0.110,111767552.0,10833920.0,229711872.0,1407553536.0,8478575.0,559266.0,0.0,0.0,0.0,20-11 18:39:14,1483.0,1405.0,5.0,29.0,0.0,2.0,0.0
2.941,4.902,86.275,1.961,3.922,0.0,0.0,36864.0,0.0,1290.0,0.0,0.170,0.090,0.110,111824896.0,10842112.0,229711872.0,1407488000.0,9036980.0,594120.0,1.0,0.0,0.0,20-11 18:39:15,1562.0,1476.0,5.0,29.0,0.0,2.0,0.0
2.0,4.0,90.0,0.0,4.0,0.0,0.0,0.0,0.0,1125.0,0.0,0.170,0.090,0.110,111792128.0,10842112.0,229711872.0,1407520768.0,8618811.0,568516.0,2.0,0.0,0.0,20-11 18:39:16,1391.0,1280.0,5.0,29.0,0.0,2.0,0.0
2.041,3.061,91.837,0.0,3.061,0.0,0.0,0.0,0.0,1241.0,0.0,0.150,0.090,0.110,111759360.0,10842112.0,229711872.0,1407553536.0,8304299.0,549794.0,0.0,0.0,0.0,20-11 18:39:17,1509.0,1380.0,5.0,29.0,0.0,2.0,0.0
2.0,4.0,91.0,0.0,3.0,0.0,0.0,0.0,0.0,1026.0,0.0,0.150,0.090,0.110,111759360.0,10842112.0,229711872.0,1407553536.0,7989063.0,527002.0,0.0,0.0,0.0,20-11 18:39:18,1294.0,1227.0,5.0,29.0,0.0,2.0,0.0
2.970,2.970,90.099,0.0,3.960,0.0,0.0,0.0,0.0,1098.0,0.0,0.150,0.090,0.110,111759360.0,10842112.0,229711872.0,1407553536.0,8552705.0,562152.0,1.0,0.0,0.0,20-11 18:39:19,1366.0,1250.0,5.0,29.0,0.0,2.0,0.0
2.0,4.0,88.0,3.0,3.0,0.0,0.0,12288.0,0.0,1160.0,0.0,0.150,0.090,0.110,111816704.0,10850304.0,229711872.0,1407488000.0,8485479.0,560154.0,1.0,0.0,0.0,20-11 18:39:20,1428.0,1273.0,5.0,29.0,0.0,2.0,0.0
2.0,4.0,90.0,0.0,4.0,0.0,0.0,0.0,0.0,1236.0,0.0,0.150,0.090,0.110,111783936.0,10850304.0,229711872.0,1407520768.0,8806183.0,582428.0,0.0,0.0,0.0,20-11 18:39:21,1506.0,1376.0,5.0,29.0,0.0,2.0,0.0
2.970,3.960,89.109,0.0,3.960,0.0,0.0,0.0,0.0,1133.0,0.0,0.140,0.090,0.110,111751168.0,10850304.0,229711872.0,1407553536.0,8770691.0,578506.0,0.0,0.0,0.0,20-11 18:39:22,1401.0,1263.0,5.0,29.0,0.0,2.0,0.0
2.0,3.0,93.0,0.0,2.0,0.0,0.0,0.0,0.0,795.0,0.0,0.140,0.090,0.110,111751168.0,10850304.0,229711872.0,1407553536.0,6713208.0,441062.0,1.0,0.0,0.0,20-11 18:39:23,1066.0,946.0,5.0,29.0,0.0,2.0,0.0
2.020,3.030,91.919,0.0,3.030,0.0,0.0,0.0,0.0,1058.0,0.0,0.140,0.090,0.110,111783936.0,10850304.0,229711872.0,1407520768.0,8629114.0,571450.0,0.0,0.0,0.0,20-11 18:39:24,1324.0,1168.0,5.0,29.0,0.0,2.0,0.0
2.0,4.0,88.0,2.0,4.0,0.0,0.0,24576.0,0.0,1144.0,0.0,0.140,0.090,0.110,111849472.0,10858496.0,229703680.0,1407455232.0,8523661.0,560228.0,2.0,0.0,0.0,20-11 18:39:25,1413.0,1240.0,5.0,29.0,0.0,2.0,0.0
2.0,4.0,91.0,0.0,3.0,0.0,0.0,0.0,0.0,1109.0,0.0,0.140,0.090,0.110,111779840.0,10858496.0,229711872.0,1407516672.0,8083535.0,533218.0,1.0,0.0,0.0,20-11 18:39:26,1378.0,1269.0,5.0,29.0,0.0,2.0,0.0
3.0,4.0,89.0,0.0,4.0,0.0,0.0,0.0,0.0,1052.0,0.0,0.130,0.090,0.110,111742976.0,10858496.0,229711872.0,1407553536.0,8860976.0,585388.0,1.0,0.0,0.0,20-11 18:39:27,1320.0,1194.0,5.0,29.0,0.0,2.0,0.0
3.030,3.030,91.919,0.0,2.020,0.0,0.0,0.0,0.0,1247.0,0.0,0.130,0.090,0.110,111771648.0,10858496.0,229715968.0,1407520768.0,8087212.0,535669.0,0.0,0.0,0.0,20-11 18:39:28,1514.0,1460.0,5.0,29.0,0.0,3.0,0.0
1.980,3.960,90.099,0.0,3.960,0.0,0.0,0.0,0.0,1196.0,0.0,0.130,0.090,0.110,111771648.0,10858496.0,229715968.0,1407520768.0,8916253.0,588126.0,0.0,0.0,0.0,20-11 18:39:29,1464.0,1322.0,5.0,29.0,0.0,3.0,0.0
2.020,3.030,91.919,0.0,3.030,0.0,0.0,0.0,0.0,1071.0,0.0,0.130,0.090,0.110,111738880.0,10858496.0,229715968.0,1407553536.0,7787699.0,511684.0,1.0,0.0,0.0,20-11 18:39:30,1341.0,1184.0,5.0,29.0,0.0,3.0,0.0
2.970,3.960,59.406,30.693,2.970,0.0,0.0,28672.0,0.0,1091.0,0.0,0.130,0.090,0.110,111734784.0,10866688.0,229711872.0,1407553536.0,8278800.0,548092.0,0.0,0.0,0.0,20-11 18:39:31,1359.0,1231.0,5.0,29.0,0.0,3.0,0.0
1.980,3.960,90.099,0.0,3.960,0.0,0.0,0.0,0.0,1228.0,0.0,0.120,0.090,0.110,111730688.0,10866688.0,229715968.0,1407553536.0,8400221.0,552088.0,1.0,0.0,0.0,20-11 18:39:32,1496.0,1342.0,5.0,29.0,0.0,3.0,0.0
2.020,3.030,91.919,0.0,3.030,0.0,0.0,0.0,0.0,1121.0,0.0,0.120,0.090,0.110,111796224.0,10866688.0,229715968.0,1407488000.0,8312466.0,548314.0,1.0,0.0,0.0,20-11 18:39:33,1389.0,1265.0,5.0,29.0,0.0,2.0,0.0
2.0,4.0,91.0,0.0,3.0,0.0,0.0,0.0,0.0,1023.0,0.0,0.120,0.090,0.110,111763456.0,10866688.0,229715968.0,1407520768.0,8348419.0,552680.0,0.0,0.0,0.0,20-11 18:39:34,1291.0,1169.0,5.0,29.0,0.0,2.0,0.0
3.0,3.0,90.0,0.0,4.0,0.0,0.0,0.0,0.0,1196.0,0.0,0.120,0.090,0.110,111730688.0,10866688.0,229715968.0,1407553536.0,8423634.0,555270.0,1.0,0.0,0.0,20-11 18:39:35,1466.0,1405.0,5.0,29.0,0.0,2.0,0.0
2.0,4.0,89.0,2.0,3.0,0.0,0.0,12288.0,0.0,895.0,0.0,0.120,0.090,0.110,111722496.0,10874880.0,229715968.0,1407553536.0,7749291.0,511536.0,0.0,0.0,0.0,20-11 18:39:36,1162.0,1108.0,5.0,29.0,0.0,2.0,0.0
2.020,3.030,91.919,0.0,3.030,0.0,0.0,0.0,0.0,961.0,0.0,0.110,0.080,0.110,111722496.0,10874880.0,229715968.0,1407553536.0,8565018.0,563854.0,1.0,0.0,0.0,20-11 18:39:37,1229.0,1132.0,5.0,29.0,0.0,2.0,0.0
