"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms7",,,,"User:","nikolijo"
"Cmdline:","dstat -c -d -i -l -m -n -p -t -y --tcp --output dstat_memcached2_cpt13_rep1_r.csv",,,,"Date:","20 Nov 2017 19:34:13 UTC"

"total cpu usage",,,,,,"dsk/total",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"system","system",,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","4","7","12","1m","5m","15m","used","buff","cach","free","recv","send","run","blk","new","time","int","csw","lis","act","syn","tim","clo"
3.531,6.079,86.319,1.274,2.797,0.0,35135.758,27064.111,0.202,895.011,0.032,0.110,0.110,0.130,112386048.0,15929344.0,229851136.0,1401700352.0,0.0,0.0,0.0,0.0,3.175,20-11 19:34:13,1168.532,1022.475,5.0,2.0,0.0,4.0,0.0
2.0,3.0,94.0,0.0,1.0,0.0,0.0,0.0,0.0,563.0,0.0,0.100,0.110,0.130,112394240.0,15929344.0,229851136.0,1401692160.0,248468.0,3294302.0,0.0,0.0,0.0,20-11 19:34:14,833.0,665.0,5.0,15.0,0.0,4.0,0.0
0.990,3.960,91.089,0.0,3.960,0.0,0.0,0.0,0.0,1009.0,0.0,0.100,0.110,0.130,112394240.0,15929344.0,229851136.0,1401692160.0,469151.0,6283995.0,0.0,0.0,0.0,20-11 19:34:15,1278.0,1081.0,5.0,15.0,0.0,4.0,0.0
1.010,3.030,92.929,0.0,3.030,0.0,0.0,0.0,0.0,994.0,0.0,0.100,0.110,0.130,112394240.0,15929344.0,229851136.0,1401692160.0,478346.0,6406550.0,0.0,0.0,0.0,20-11 19:34:16,1262.0,1072.0,5.0,15.0,0.0,3.0,0.0
2.0,4.0,91.0,0.0,3.0,0.0,0.0,0.0,0.0,978.0,0.0,0.100,0.110,0.130,112394240.0,15929344.0,229851136.0,1401692160.0,483431.0,6475075.0,0.0,0.0,0.0,20-11 19:34:17,1247.0,1016.0,5.0,15.0,0.0,3.0,0.0
0.990,3.960,89.109,2.970,2.970,0.0,0.0,36864.0,0.0,947.0,0.0,0.100,0.110,0.130,112427008.0,15937536.0,229842944.0,1401659392.0,468832.0,6279516.0,1.0,0.0,0.0,20-11 19:34:18,1215.0,1018.0,5.0,15.0,0.0,3.0,0.0
2.0,4.0,91.0,0.0,3.0,0.0,0.0,0.0,0.0,1033.0,0.0,0.090,0.110,0.130,112386048.0,15937536.0,229851136.0,1401692160.0,491644.0,6574756.0,1.0,0.0,0.0,20-11 19:34:19,1301.0,1094.0,5.0,15.0,0.0,3.0,0.0
1.980,3.960,91.089,0.0,2.970,0.0,0.0,0.0,0.0,1007.0,0.0,0.090,0.110,0.130,112386048.0,15937536.0,229851136.0,1401692160.0,479806.0,6441342.0,0.0,0.0,0.0,20-11 19:34:20,1275.0,1072.0,5.0,15.0,0.0,3.0,0.0
1.010,4.040,91.919,0.0,3.030,0.0,0.0,0.0,0.0,1035.0,0.0,0.090,0.110,0.130,112386048.0,15937536.0,229851136.0,1401692160.0,490256.0,6566134.0,0.0,0.0,0.0,20-11 19:34:21,1306.0,1115.0,5.0,15.0,0.0,3.0,0.0
