"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms6",,,,"User:","nikolijo"
"Cmdline:","dstat -c -d -i -l -m -n -p -t -y --tcp --output dstat_memcached1_cpt8_rep2_w.csv",,,,"Date:","20 Nov 2017 18:24:27 UTC"

"total cpu usage",,,,,,"dsk/total",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"system","system",,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","4","7","12","1m","5m","15m","used","buff","cach","free","recv","send","run","blk","new","time","int","csw","lis","act","syn","tim","clo"
2.746,5.558,83.985,6.527,1.183,0.0,159787.311,37242037.761,0.889,525.204,0.142,0.010,0.070,0.130,111173632.0,9613312.0,229679104.0,1409400832.0,0.0,0.0,0.0,0.0,3.654,20-11 18:24:27,799.606,632.665,5.0,2.0,0.0,3.0,0.0
0.990,1.980,96.040,0.0,0.990,0.0,0.0,0.0,0.0,415.0,0.0,0.010,0.070,0.130,111276032.0,9613312.0,229683200.0,1409294336.0,1642606.0,109906.0,0.0,0.0,0.0,20-11 18:24:28,684.0,478.0,5.0,10.0,0.0,3.0,0.0
1.010,2.020,95.960,0.0,1.010,0.0,0.0,0.0,0.0,785.0,0.0,0.010,0.070,0.130,111276032.0,9613312.0,229683200.0,1409294336.0,3457130.0,227598.0,1.0,0.0,0.0,20-11 18:24:29,1054.0,834.0,5.0,10.0,0.0,3.0,0.0
1.0,2.0,95.0,0.0,2.0,0.0,0.0,0.0,0.0,795.0,0.0,0.010,0.060,0.130,111308800.0,9613312.0,229683200.0,1409261568.0,3440179.0,227672.0,2.0,0.0,0.0,20-11 18:24:30,1064.0,830.0,5.0,10.0,0.0,3.0,0.0
1.980,1.980,94.059,0.0,1.980,0.0,0.0,0.0,0.0,820.0,0.0,0.010,0.060,0.130,111308800.0,9613312.0,229683200.0,1409261568.0,3539872.0,233666.0,0.0,0.0,0.0,20-11 18:24:31,1087.0,858.0,5.0,10.0,0.0,3.0,0.0
1.010,2.020,68.687,26.263,2.020,0.0,0.0,36864.0,0.0,841.0,0.0,0.010,0.060,0.130,111276032.0,9621504.0,229675008.0,1409294336.0,3405325.0,224194.0,1.0,0.0,0.0,20-11 18:24:32,1109.0,908.0,5.0,10.0,0.0,3.0,0.0
1.0,2.0,95.0,0.0,2.0,0.0,0.0,0.0,0.0,799.0,0.0,0.010,0.060,0.130,111267840.0,9621504.0,229683200.0,1409294336.0,3486086.0,230114.0,1.0,0.0,0.0,20-11 18:24:33,1068.0,856.0,5.0,10.0,0.0,3.0,0.0
1.980,1.980,94.059,0.0,1.980,0.0,0.0,0.0,0.0,751.0,0.0,0.010,0.060,0.130,111300608.0,9621504.0,229683200.0,1409261568.0,3315637.0,219458.0,0.0,0.0,0.0,20-11 18:24:34,1020.0,788.0,5.0,10.0,0.0,2.0,0.0
1.010,2.020,94.949,0.0,2.020,0.0,0.0,0.0,0.0,812.0,0.0,0.010,0.060,0.130,111300608.0,9621504.0,229683200.0,1409261568.0,3460449.0,227820.0,1.0,0.0,0.0,20-11 18:24:35,1080.0,842.0,5.0,10.0,0.0,2.0,0.0
1.0,2.0,96.0,0.0,1.0,0.0,0.0,0.0,0.0,783.0,0.0,0.010,0.060,0.130,111267840.0,9621504.0,229683200.0,1409294336.0,3412168.0,225230.0,1.0,0.0,0.0,20-11 18:24:36,1050.0,829.0,5.0,10.0,0.0,2.0,0.0
2.0,2.0,94.0,0.0,2.0,0.0,0.0,0.0,0.0,830.0,0.0,0.010,0.060,0.130,111267840.0,9621504.0,229683200.0,1409294336.0,3576016.0,236626.0,0.0,0.0,0.0,20-11 18:24:37,1098.0,882.0,5.0,10.0,0.0,2.0,0.0
1.0,2.0,93.0,2.0,2.0,0.0,0.0,12288.0,0.0,871.0,0.0,0.010,0.060,0.130,111300608.0,9629696.0,229675008.0,1409261568.0,3611932.0,238402.0,0.0,0.0,0.0,20-11 18:24:38,1143.0,941.0,5.0,10.0,0.0,2.0,0.0
1.980,1.980,94.059,0.0,1.980,0.0,0.0,0.0,0.0,844.0,0.0,0.010,0.060,0.130,111292416.0,9629696.0,229683200.0,1409261568.0,3602912.0,237810.0,0.0,0.0,0.0,20-11 18:24:39,1114.0,877.0,5.0,10.0,0.0,2.0,0.0
1.010,2.020,94.949,0.0,2.020,0.0,0.0,0.0,0.0,1009.0,0.0,0.010,0.060,0.130,111259648.0,9629696.0,229683200.0,1409294336.0,3949648.0,260676.0,0.0,0.0,0.0,20-11 18:24:40,1276.0,1092.0,5.0,10.0,0.0,2.0,0.0
1.010,2.020,95.960,0.0,1.010,0.0,0.0,0.0,0.0,762.0,0.0,0.010,0.060,0.130,111259648.0,9629696.0,229683200.0,1409294336.0,3371781.0,222566.0,0.0,0.0,0.0,20-11 18:24:41,1029.0,807.0,5.0,10.0,0.0,2.0,0.0
1.961,1.961,93.137,0.0,2.941,0.0,0.0,0.0,0.0,814.0,0.0,0.010,0.060,0.130,111292416.0,9629696.0,229683200.0,1409261568.0,3584936.0,236626.0,1.0,0.0,0.0,20-11 18:24:42,1083.0,854.0,5.0,10.0,0.0,2.0,0.0
1.010,3.030,94.949,0.0,1.010,0.0,0.0,0.0,0.0,804.0,0.0,0.010,0.060,0.130,111292416.0,9629696.0,229683200.0,1409261568.0,3573850.0,235886.0,0.0,0.0,0.0,20-11 18:24:43,1072.0,834.0,5.0,10.0,0.0,2.0,0.0
1.0,2.0,93.0,2.0,2.0,0.0,0.0,12288.0,0.0,812.0,0.0,0.010,0.060,0.130,111259648.0,9637888.0,229675008.0,1409294336.0,3436780.0,226858.0,0.0,0.0,0.0,20-11 18:24:44,1080.0,860.0,5.0,10.0,0.0,2.0,0.0
1.980,1.980,94.059,0.0,1.980,0.0,0.0,8192.0,0.0,808.0,0.0,0.010,0.060,0.130,111247360.0,9637888.0,229687296.0,1409294336.0,3480633.0,229152.0,1.0,0.0,0.0,20-11 18:24:45,1077.0,840.0,5.0,10.0,0.0,2.0,0.0
1.0,2.0,95.0,0.0,2.0,0.0,0.0,0.0,0.0,791.0,0.0,0.010,0.060,0.130,111280128.0,9637888.0,229687296.0,1409261568.0,3427910.0,226858.0,0.0,0.0,0.0,20-11 18:24:46,1059.0,836.0,5.0,10.0,0.0,2.0,0.0
1.0,2.0,95.0,0.0,2.0,0.0,0.0,0.0,0.0,727.0,0.0,0.010,0.060,0.130,111280128.0,9637888.0,229687296.0,1409261568.0,3237114.0,213094.0,1.0,0.0,0.0,20-11 18:24:47,995.0,775.0,5.0,10.0,0.0,2.0,0.0
1.010,2.020,94.949,0.0,2.020,0.0,0.0,0.0,0.0,788.0,0.0,0.010,0.060,0.130,111247360.0,9637888.0,229687296.0,1409294336.0,3354995.0,221456.0,1.0,0.0,0.0,20-11 18:24:48,1057.0,848.0,5.0,10.0,0.0,2.0,0.0
2.0,2.0,94.0,0.0,2.0,0.0,0.0,0.0,0.0,818.0,0.0,0.010,0.060,0.130,111247360.0,9637888.0,229687296.0,1409294336.0,3523806.0,233675.0,1.0,0.0,0.0,20-11 18:24:49,1089.0,850.0,5.0,10.0,0.0,3.0,0.0
1.0,2.0,93.0,2.0,2.0,0.0,0.0,12288.0,0.0,804.0,0.0,0.010,0.060,0.130,111271936.0,9646080.0,229687296.0,1409261568.0,3513164.0,232482.0,0.0,0.0,0.0,20-11 18:24:50,1071.0,871.0,5.0,10.0,0.0,3.0,0.0
