"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms1",,,,"User:","nikolijo"
"Cmdline:","dstat -c -d -i -l -m -n -p -t -y --tcp --output dstat_memtier1_cpt13_rep3_w.csv",,,,"Date:","20 Nov 2017 18:31:50 UTC"

"total cpu usage",,,,,,"dsk/total",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"system","system",,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","4","7","12","1m","5m","15m","used","buff","cach","free","recv","send","run","blk","new","time","int","csw","lis","act","syn","tim","clo"
4.218,6.992,84.598,2.517,1.674,0.0,126603.361,44096844.719,0.281,1030.424,0.112,0.510,0.460,0.380,128929792.0,10702848.0,229543936.0,3232800768.0,0.0,0.0,0.001,0.0,6.168,20-11 18:31:50,1959.154,2227.688,3.0,3.0,0.0,29.0,0.0
8.0,10.500,78.0,0.0,3.500,0.0,0.0,0.0,0.0,1415.0,0.0,0.510,0.460,0.380,122474496.0,10702848.0,229552128.0,3239247872.0,653604.0,9823809.0,3.0,0.0,36.0,20-11 18:31:51,2388.0,2646.0,3.0,29.0,0.0,29.0,0.0
5.0,6.500,86.0,0.0,2.500,0.0,0.0,0.0,0.0,1584.0,0.0,0.510,0.460,0.380,122490880.0,10702848.0,229552128.0,3239231488.0,782304.0,11892540.0,0.0,0.0,0.0,20-11 18:31:52,2594.0,2737.0,3.0,29.0,0.0,29.0,0.0
4.975,6.468,75.124,9.950,3.483,0.0,0.0,36864.0,0.0,1731.0,0.0,0.510,0.460,0.380,122486784.0,10711040.0,229552128.0,3239227392.0,805984.0,12207288.0,1.0,0.0,0.0,20-11 18:31:53,2720.0,2772.0,3.0,29.0,0.0,29.0,0.0
4.545,6.566,85.859,0.0,3.030,0.0,0.0,0.0,0.0,1602.0,0.0,0.510,0.460,0.380,122363904.0,10711040.0,229552128.0,3239350272.0,796956.0,12085476.0,2.0,0.0,0.0,20-11 18:31:54,2601.0,2702.0,3.0,29.0,0.0,28.0,0.0
5.025,7.035,84.422,0.0,3.518,0.0,0.0,0.0,0.0,1515.0,0.0,0.470,0.450,0.380,122519552.0,10711040.0,229552128.0,3239194624.0,772166.0,11723731.0,1.0,0.0,0.0,20-11 18:31:55,2435.0,2664.0,3.0,29.0,0.0,28.0,0.0
4.975,5.970,86.070,0.0,2.985,0.0,0.0,0.0,0.0,1451.0,0.0,0.470,0.450,0.380,122531840.0,10711040.0,229552128.0,3239182336.0,782304.0,11860001.0,1.0,0.0,0.0,20-11 18:31:56,2438.0,2693.0,3.0,29.0,0.0,28.0,0.0
4.500,6.500,86.500,0.0,2.500,0.0,0.0,0.0,0.0,1456.0,0.0,0.470,0.450,0.380,122531840.0,10711040.0,229552128.0,3239182336.0,771278.0,11684785.0,2.0,0.0,0.0,20-11 18:31:57,2446.0,2653.0,3.0,29.0,0.0,28.0,0.0
4.500,6.0,86.0,0.0,3.500,0.0,0.0,0.0,0.0,1379.0,0.0,0.470,0.450,0.380,122441728.0,10711040.0,229552128.0,3239272448.0,750632.0,11397524.0,1.0,0.0,0.0,20-11 18:31:58,2300.0,2614.0,3.0,29.0,0.0,28.0,0.0
4.975,6.468,84.577,1.493,2.488,0.0,0.0,12288.0,0.0,1456.0,0.0,0.470,0.450,0.380,122449920.0,10719232.0,229543936.0,3239264256.0,769946.0,11676119.0,1.0,0.0,0.0,20-11 18:31:59,2559.0,2646.0,3.0,29.0,0.0,28.0,0.0
4.500,6.500,86.0,0.0,3.0,0.0,0.0,0.0,0.0,1464.0,0.0,0.430,0.440,0.380,122466304.0,10719232.0,229552128.0,3239239680.0,742566.0,11260627.0,1.0,0.0,0.0,20-11 18:32:00,2404.0,2565.0,3.0,29.0,0.0,28.0,0.0
4.500,6.500,86.0,0.0,3.0,0.0,0.0,0.0,0.0,1555.0,0.0,0.430,0.440,0.380,122515456.0,10719232.0,229552128.0,3239190528.0,768836.0,11659008.0,2.0,0.0,0.0,20-11 18:32:01,2512.0,2692.0,3.0,29.0,0.0,28.0,0.0
5.500,6.500,85.0,0.0,3.0,0.0,0.0,8192.0,0.0,1562.0,0.0,0.430,0.440,0.380,122449920.0,10719232.0,229552128.0,3239256064.0,768096.0,11647642.0,1.0,0.0,0.0,20-11 18:32:02,2529.0,2685.0,3.0,29.0,0.0,28.0,0.0
4.020,6.533,86.935,0.0,2.513,0.0,0.0,0.0,0.0,1457.0,0.0,0.430,0.440,0.380,122515456.0,10719232.0,229552128.0,3239190528.0,744786.0,11294289.0,1.0,0.0,0.0,20-11 18:32:03,2369.0,2605.0,3.0,29.0,0.0,28.0,0.0
4.975,6.468,85.572,0.0,2.985,0.0,0.0,0.0,0.0,1586.0,0.0,0.430,0.440,0.380,122425344.0,10719232.0,229552128.0,3239280640.0,780010.0,11828586.0,1.0,0.0,0.0,20-11 18:32:04,2576.0,2743.0,3.0,29.0,0.0,28.0,0.0
5.0,6.500,84.500,1.0,3.0,0.0,0.0,28672.0,0.0,1461.0,0.0,0.400,0.440,0.380,122466304.0,10727424.0,229543936.0,3239239680.0,750854.0,11386178.0,1.0,0.0,0.0,20-11 18:32:05,2436.0,2594.0,3.0,29.0,0.0,28.0,0.0
5.0,6.500,85.500,0.0,3.0,0.0,0.0,0.0,0.0,1616.0,0.0,0.400,0.440,0.380,122425344.0,10727424.0,229552128.0,3239272448.0,797326.0,12062297.0,3.0,0.0,0.0,20-11 18:32:06,2574.0,2820.0,3.0,29.0,0.0,28.0,0.0
4.523,6.533,85.930,0.0,3.015,0.0,0.0,45056.0,0.0,1513.0,0.0,0.400,0.440,0.380,122355712.0,10727424.0,229556224.0,3239337984.0,776310.0,11775783.0,3.0,0.0,0.0,20-11 18:32:07,2466.0,2708.0,3.0,29.0,0.0,28.0,0.0
4.478,6.468,86.070,0.0,2.985,0.0,0.0,0.0,0.0,1484.0,0.0,0.400,0.440,0.380,122454016.0,10727424.0,229556224.0,3239239680.0,766098.0,11643513.0,1.0,0.0,0.0,20-11 18:32:08,2386.0,2634.0,3.0,29.0,0.0,28.0,0.0
4.523,6.533,85.930,0.0,3.015,0.0,0.0,0.0,0.0,1478.0,0.0,0.400,0.440,0.380,122396672.0,10727424.0,229556224.0,3239297024.0,762694.0,11566125.0,1.0,0.0,0.0,20-11 18:32:09,2455.0,2654.0,3.0,29.0,0.0,28.0,0.0
4.975,6.468,85.572,0.0,2.985,0.0,0.0,0.0,0.0,1555.0,0.0,0.360,0.430,0.370,122347520.0,10727424.0,229556224.0,3239346176.0,784746.0,11900516.0,1.0,0.0,0.0,20-11 18:32:10,2488.0,2678.0,3.0,29.0,0.0,28.0,0.0
5.025,6.533,83.920,1.508,3.015,0.0,0.0,12288.0,0.0,1614.0,0.0,0.360,0.430,0.370,122363904.0,10735616.0,229556224.0,3239321600.0,789556.0,11973626.0,1.0,0.0,0.0,20-11 18:32:11,2551.0,2742.0,3.0,29.0,0.0,28.0,0.0
4.478,6.468,86.070,0.0,2.985,0.0,0.0,0.0,0.0,1590.0,0.0,0.360,0.430,0.370,122396672.0,10735616.0,229556224.0,3239288832.0,775126.0,11754694.0,1.0,0.0,0.0,20-11 18:32:12,2478.0,2689.0,3.0,29.0,0.0,28.0,0.0
4.523,6.030,86.935,0.0,2.513,0.0,0.0,0.0,0.0,1460.0,0.0,0.360,0.430,0.370,122470400.0,10735616.0,229556224.0,3239215104.0,742492.0,11259643.0,1.0,0.0,0.0,20-11 18:32:13,2471.0,2563.0,3.0,29.0,0.0,28.0,0.0
4.500,6.0,86.0,0.0,3.500,0.0,0.0,0.0,0.0,1460.0,0.0,0.360,0.430,0.370,122470400.0,10735616.0,229556224.0,3239215104.0,733094.0,11117091.0,1.0,0.0,0.0,20-11 18:32:14,2484.0,2624.0,3.0,29.0,0.0,28.0,0.0
4.523,6.030,86.432,0.0,3.015,0.0,0.0,0.0,0.0,1431.0,0.0,0.330,0.420,0.370,122388480.0,10735616.0,229556224.0,3239297024.0,725472.0,11000770.0,1.0,0.0,0.0,20-11 18:32:15,2390.0,2482.0,3.0,30.0,0.0,28.0,0.0
4.950,6.436,85.644,0.0,2.970,0.0,0.0,0.0,0.0,1503.0,0.0,0.330,0.420,0.370,122306560.0,10735616.0,229556224.0,3239378944.0,733998.0,11115317.0,2.0,0.0,0.0,20-11 18:32:16,2400.0,2621.0,3.0,29.0,0.0,29.0,0.0
5.051,6.566,84.343,1.515,2.525,0.0,0.0,12288.0,0.0,1523.0,0.0,0.330,0.420,0.370,122347520.0,10743808.0,229548032.0,3239337984.0,754480.0,11451447.0,1.0,0.0,0.0,20-11 18:32:17,2466.0,2650.0,3.0,29.0,0.0,29.0,0.0
4.975,5.970,85.572,0.0,3.483,0.0,0.0,0.0,0.0,1480.0,0.0,0.330,0.420,0.370,122388480.0,10743808.0,229556224.0,3239288832.0,790592.0,11988876.0,1.0,0.0,0.0,20-11 18:32:18,2397.0,2675.0,3.0,29.0,0.0,29.0,0.0
4.975,6.965,85.075,0.0,2.985,0.0,0.0,0.0,0.0,1539.0,0.0,0.330,0.420,0.370,122372096.0,10743808.0,229556224.0,3239305216.0,782156.0,11861266.0,1.0,0.0,0.0,20-11 18:32:19,2453.0,2677.0,3.0,29.0,0.0,29.0,0.0
5.025,6.030,85.427,0.0,3.518,0.0,0.0,0.0,0.0,1473.0,0.0,0.310,0.420,0.370,122486784.0,10743808.0,229556224.0,3239190528.0,740198.0,11224428.0,1.0,0.0,0.0,20-11 18:32:20,2407.0,2591.0,3.0,29.0,0.0,29.0,0.0
5.0,6.500,85.0,0.0,3.500,0.0,0.0,0.0,0.0,1693.0,0.0,0.310,0.420,0.370,122396672.0,10743808.0,229556224.0,3239280640.0,810720.0,12294405.0,1.0,0.0,0.0,20-11 18:32:21,2677.0,2877.0,3.0,29.0,0.0,29.0,0.0
4.975,6.965,85.075,0.0,2.985,0.0,0.0,16384.0,0.0,1555.0,0.0,0.310,0.420,0.370,122462208.0,10743808.0,229556224.0,3239215104.0,792072.0,11996430.0,2.0,0.0,0.0,20-11 18:32:22,2714.0,2833.0,3.0,29.0,0.0,29.0,0.0
4.545,6.061,85.354,1.515,2.525,0.0,0.0,20480.0,0.0,1524.0,0.0,0.310,0.420,0.370,122556416.0,10752000.0,229556224.0,3239112704.0,784894.0,11916932.0,1.0,0.0,0.0,20-11 18:32:23,2609.0,2821.0,3.0,29.0,0.0,29.0,0.0
5.0,6.500,85.500,0.0,3.0,0.0,0.0,0.0,0.0,1439.0,0.0,0.310,0.420,0.370,122523648.0,10752000.0,229556224.0,3239145472.0,777420.0,11779985.0,2.0,0.0,0.0,20-11 18:32:24,2565.0,2729.0,3.0,29.0,0.0,15.0,0.0
4.975,6.965,84.577,0.0,3.483,0.0,0.0,0.0,0.0,1557.0,0.0,0.280,0.410,0.370,122589184.0,10752000.0,229556224.0,3239079936.0,771426.0,11692679.0,2.0,0.0,0.0,20-11 18:32:25,2661.0,2884.0,3.0,29.0,0.0,15.0,0.0
5.500,7.0,84.500,0.0,3.0,0.0,0.0,0.0,0.0,1609.0,0.0,0.280,0.410,0.370,122474496.0,10752000.0,229556224.0,3239194624.0,799028.0,12117346.0,2.0,0.0,0.0,20-11 18:32:26,2641.0,2770.0,3.0,29.0,0.0,15.0,0.0
5.0,6.500,85.500,0.0,3.0,0.0,0.0,0.0,0.0,1621.0,0.0,0.280,0.410,0.370,122527744.0,10752000.0,229560320.0,3239137280.0,814346.0,12359213.0,3.0,0.0,0.0,20-11 18:32:27,2650.0,2773.0,3.0,29.0,0.0,15.0,0.0
4.523,6.533,85.930,0.0,3.015,0.0,0.0,0.0,0.0,1583.0,0.0,0.280,0.410,0.370,122527744.0,10752000.0,229560320.0,3239137280.0,780084.0,11833993.0,1.0,0.0,0.0,20-11 18:32:28,2539.0,2717.0,3.0,29.0,0.0,15.0,0.0
5.473,6.965,83.085,0.995,3.483,0.0,0.0,12288.0,0.0,1737.0,0.0,0.280,0.410,0.370,122671104.0,10760192.0,229560320.0,3238985728.0,836028.0,12648739.0,3.0,0.0,0.0,20-11 18:32:29,2775.0,2976.0,3.0,29.0,0.0,15.0,0.0
5.025,7.035,84.925,0.0,3.015,0.0,0.0,0.0,0.0,1484.0,0.0,0.260,0.400,0.370,122564608.0,10760192.0,229560320.0,3239092224.0,785914.0,11930643.0,2.0,0.0,0.0,20-11 18:32:30,2438.0,2657.0,3.0,29.0,0.0,15.0,0.0
4.478,6.468,86.070,0.0,2.985,0.0,0.0,0.0,0.0,1529.0,0.0,0.260,0.400,0.370,122630144.0,10760192.0,229560320.0,3239026688.0,776680.0,11778343.0,2.0,0.0,0.0,20-11 18:32:31,2449.0,2786.0,3.0,29.0,0.0,15.0,0.0
5.0,7.0,85.0,0.0,3.0,0.0,0.0,0.0,0.0,1514.0,0.0,0.260,0.400,0.370,122720256.0,10760192.0,229560320.0,3238936576.0,756182.0,11467301.0,2.0,0.0,0.0,20-11 18:32:32,2756.0,2662.0,3.0,29.0,0.0,2.0,0.0
5.0,7.0,84.500,0.0,3.500,0.0,0.0,0.0,0.0,1543.0,0.0,0.260,0.400,0.370,122646528.0,10760192.0,229560320.0,3239010304.0,787484.0,11956395.0,1.0,0.0,0.0,20-11 18:32:33,2716.0,2926.0,3.0,29.0,0.0,2.0,0.0
4.975,6.965,84.577,0.0,3.483,0.0,0.0,0.0,0.0,1479.0,0.0,0.260,0.400,0.370,122654720.0,10760192.0,229560320.0,3239002112.0,778086.0,11770581.0,3.0,0.0,0.0,20-11 18:32:34,2790.0,2809.0,3.0,29.0,0.0,2.0,0.0
5.0,6.500,84.0,1.500,3.0,0.0,0.0,12288.0,0.0,1504.0,0.0,0.240,0.400,0.360,122589184.0,10768384.0,229552128.0,3239067648.0,770464.0,11712946.0,1.0,0.0,0.0,20-11 18:32:35,2578.0,2738.0,3.0,29.0,0.0,2.0,0.0
4.523,6.533,84.925,0.0,4.020,0.0,0.0,0.0,0.0,1411.0,0.0,0.240,0.400,0.360,122679296.0,10768384.0,229560320.0,3238969344.0,759216.0,11492792.0,3.0,0.0,0.0,20-11 18:32:36,2522.0,2767.0,3.0,29.0,0.0,2.0,0.0
5.025,6.030,85.930,0.0,3.015,0.0,0.0,0.0,0.0,1461.0,0.0,0.240,0.400,0.360,122564608.0,10768384.0,229560320.0,3239084032.0,778604.0,11812485.0,2.0,0.0,0.0,20-11 18:32:37,2458.0,2649.0,3.0,29.0,0.0,2.0,0.0
4.975,6.965,84.577,0.0,3.483,0.0,0.0,0.0,0.0,1704.0,0.0,0.240,0.400,0.360,122744832.0,10768384.0,229560320.0,3238903808.0,812866.0,12326685.0,2.0,0.0,0.0,20-11 18:32:38,2757.0,2899.0,3.0,29.0,0.0,2.0,0.0
5.0,6.500,85.500,0.0,3.0,0.0,0.0,0.0,0.0,1600.0,0.0,0.240,0.400,0.360,122605568.0,10768384.0,229560320.0,3239043072.0,805688.0,12232796.0,1.0,0.0,0.0,20-11 18:32:39,2593.0,2736.0,3.0,29.0,0.0,2.0,0.0
4.500,6.500,85.500,0.0,3.500,0.0,0.0,0.0,0.0,1507.0,0.0,0.220,0.390,0.360,122564608.0,10768384.0,229560320.0,3239084032.0,775644.0,11761860.0,1.0,0.0,0.0,20-11 18:32:40,2426.0,2713.0,3.0,29.0,0.0,2.0,0.0
5.556,6.566,83.838,1.010,3.030,0.0,0.0,12288.0,0.0,1603.0,0.0,0.220,0.390,0.360,122679296.0,10776576.0,229560320.0,3238961152.0,784466.0,11890368.0,1.0,0.0,0.0,20-11 18:32:41,2579.0,2752.0,3.0,29.0,0.0,3.0,0.0
4.975,6.965,84.577,0.0,3.483,0.0,0.0,8192.0,0.0,1707.0,0.0,0.220,0.390,0.360,122662912.0,10776576.0,229560320.0,3238977536.0,846610.0,12824396.0,2.0,0.0,0.0,20-11 18:32:42,2792.0,3002.0,3.0,29.0,0.0,3.0,0.0
5.025,6.533,85.930,0.0,2.513,0.0,0.0,0.0,0.0,1617.0,0.0,0.220,0.390,0.360,122736640.0,10776576.0,229560320.0,3238903808.0,793922.0,12054004.0,1.0,0.0,0.0,20-11 18:32:43,2620.0,2709.0,3.0,29.0,0.0,3.0,0.0
4.478,6.468,85.572,0.0,3.483,0.0,0.0,0.0,0.0,1558.0,0.0,0.220,0.390,0.360,122605568.0,10776576.0,229560320.0,3239034880.0,792368.0,12000899.0,2.0,0.0,0.0,20-11 18:32:44,2638.0,2789.0,3.0,29.0,0.0,3.0,0.0
5.0,7.0,84.500,0.0,3.500,0.0,0.0,0.0,0.0,1594.0,0.0,0.200,0.380,0.360,122712064.0,10776576.0,229560320.0,3238928384.0,769946.0,11690323.0,1.0,0.0,0.0,20-11 18:32:45,2558.0,2730.0,3.0,29.0,0.0,3.0,0.0
5.500,6.500,85.0,0.0,3.0,0.0,0.0,0.0,0.0,1565.0,0.0,0.200,0.380,0.360,122621952.0,10776576.0,229560320.0,3239018496.0,775126.0,11739871.0,2.0,0.0,0.0,20-11 18:32:46,2570.0,2743.0,3.0,29.0,0.0,3.0,0.0
5.473,6.965,76.119,8.458,2.985,0.0,0.0,24576.0,0.0,1566.0,0.0,0.200,0.380,0.360,122609664.0,10784768.0,229556224.0,3239026688.0,776606.0,11776904.0,2.0,0.0,0.0,20-11 18:32:47,2777.0,2948.0,3.0,29.0,0.0,2.0,0.0
4.523,6.030,86.432,0.0,3.015,0.0,0.0,0.0,0.0,1432.0,0.0,0.200,0.380,0.360,122560512.0,10784768.0,229564416.0,3239067648.0,770982.0,11691674.0,2.0,0.0,0.0,20-11 18:32:48,2595.0,2881.0,3.0,29.0,0.0,2.0,0.0
4.975,6.468,85.075,0.0,3.483,0.0,0.0,0.0,0.0,1447.0,0.0,0.200,0.380,0.360,122560512.0,10784768.0,229564416.0,3239067648.0,759364.0,11500827.0,3.0,0.0,0.0,20-11 18:32:49,2546.0,2757.0,3.0,29.0,0.0,2.0,0.0
5.051,6.566,85.859,0.0,2.525,0.0,0.0,0.0,0.0,1592.0,0.0,0.270,0.390,0.360,122658816.0,10784768.0,229564416.0,3238969344.0,798732.0,12127540.0,2.0,0.0,0.0,20-11 18:32:50,2810.0,3009.0,3.0,29.0,0.0,2.0,0.0
5.446,6.931,84.158,0.0,3.465,0.0,0.0,0.0,0.0,1499.0,0.0,0.270,0.390,0.360,122552320.0,10784768.0,229564416.0,3239075840.0,768096.0,11662369.0,1.0,0.0,0.0,20-11 18:32:51,2558.0,2828.0,3.0,29.0,0.0,2.0,0.0
4.523,6.533,84.925,0.0,4.020,0.0,0.0,0.0,0.0,1520.0,0.0,0.270,0.390,0.360,122585088.0,10784768.0,229564416.0,3239043072.0,775940.0,11766266.0,1.0,0.0,0.0,20-11 18:32:52,2654.0,2922.0,3.0,29.0,0.0,2.0,0.0
5.0,7.0,82.500,1.500,4.0,0.0,0.0,20480.0,0.0,1562.0,0.0,0.270,0.390,0.360,122650624.0,10792960.0,229564416.0,3238969344.0,790592.0,11989286.0,1.0,0.0,0.0,20-11 18:32:53,2749.0,3016.0,3.0,29.0,0.0,2.0,0.0
4.975,6.965,85.075,0.0,2.985,0.0,0.0,0.0,0.0,1478.0,0.0,0.270,0.390,0.360,122609664.0,10792960.0,229564416.0,3239010304.0,784376.0,11879978.0,2.0,0.0,0.0,20-11 18:32:54,2493.0,2751.0,3.0,29.0,0.0,2.0,0.0
4.523,6.533,85.930,0.0,3.015,0.0,0.0,0.0,0.0,1539.0,0.0,0.250,0.390,0.360,122675200.0,10792960.0,229564416.0,3238944768.0,787336.0,11954493.0,1.0,0.0,0.0,20-11 18:32:55,2584.0,2834.0,3.0,29.0,0.0,2.0,0.0
5.0,6.0,86.0,0.0,3.0,0.0,0.0,0.0,0.0,1462.0,0.0,0.250,0.390,0.360,122847232.0,10792960.0,229564416.0,3238772736.0,772758.0,11692621.0,2.0,0.0,0.0,20-11 18:32:56,2415.0,2677.0,3.0,29.0,0.0,2.0,0.0
5.0,6.500,85.500,0.0,3.0,0.0,0.0,0.0,0.0,1548.0,0.0,0.250,0.390,0.360,122937344.0,10792960.0,229564416.0,3238682624.0,794292.0,12056463.0,2.0,0.0,0.0,20-11 18:32:57,2543.0,2704.0,3.0,29.0,0.0,2.0,0.0
5.0,6.500,85.500,0.0,3.0,0.0,0.0,0.0,0.0,1515.0,0.0,0.250,0.390,0.360,122937344.0,10792960.0,229564416.0,3238682624.0,777494.0,11804871.0,1.0,0.0,0.0,20-11 18:32:58,2464.0,2618.0,3.0,29.0,0.0,2.0,0.0
5.0,6.500,83.0,1.0,4.500,0.0,0.0,12288.0,0.0,1648.0,0.0,0.250,0.390,0.360,122847232.0,10801152.0,229564416.0,3238764544.0,782970.0,11872867.0,1.0,0.0,0.0,20-11 18:32:59,2567.0,2844.0,3.0,29.0,0.0,2.0,0.0
4.523,6.533,85.930,0.0,3.015,0.0,0.0,0.0,0.0,1491.0,0.0,0.230,0.380,0.360,122871808.0,10801152.0,229564416.0,3238739968.0,747302.0,11318965.0,2.0,0.0,0.0,20-11 18:33:00,2547.0,2705.0,3.0,29.0,0.0,2.0,0.0
5.025,6.533,85.427,0.0,3.015,0.0,0.0,0.0,0.0,1463.0,0.0,0.230,0.380,0.360,122961920.0,10801152.0,229564416.0,3238649856.0,747302.0,11345759.0,1.0,0.0,0.0,20-11 18:33:01,2716.0,3026.0,3.0,29.0,0.0,2.0,0.0
4.975,6.965,85.075,0.0,2.985,0.0,0.0,0.0,0.0,1422.0,0.0,0.230,0.380,0.360,122855424.0,10801152.0,229564416.0,3238756352.0,762472.0,11548052.0,2.0,0.0,0.0,20-11 18:33:02,2637.0,2854.0,3.0,29.0,0.0,2.0,0.0
5.0,6.500,85.500,0.0,3.0,0.0,0.0,0.0,0.0,1515.0,0.0,0.230,0.380,0.360,122863616.0,10801152.0,229564416.0,3238748160.0,771944.0,11720556.0,3.0,0.0,0.0,20-11 18:33:03,2746.0,2937.0,3.0,29.0,0.0,2.0,0.0
4.500,6.500,84.0,1.500,3.500,0.0,0.0,12288.0,0.0,1577.0,0.0,0.230,0.380,0.360,123011072.0,10809344.0,229564416.0,3238592512.0,778308.0,11802750.0,1.0,0.0,0.0,20-11 18:33:04,2810.0,3027.0,3.0,29.0,0.0,2.0,0.0
4.975,6.468,85.572,0.0,2.985,0.0,0.0,0.0,0.0,1491.0,0.0,0.210,0.370,0.360,122855424.0,10809344.0,229564416.0,3238748160.0,789408.0,11961200.0,1.0,0.0,0.0,20-11 18:33:05,2655.0,2831.0,3.0,29.0,0.0,2.0,0.0
5.0,6.500,85.500,0.0,3.0,0.0,0.0,0.0,0.0,1534.0,0.0,0.210,0.370,0.360,122839040.0,10809344.0,229564416.0,3238764544.0,789424.0,11975365.0,0.0,0.0,0.0,20-11 18:33:06,2811.0,3018.0,3.0,29.0,0.0,3.0,0.0
5.025,6.533,85.930,0.0,2.513,0.0,0.0,0.0,0.0,1577.0,0.0,0.210,0.370,0.360,122937344.0,10809344.0,229564416.0,3238666240.0,774164.0,11740103.0,1.0,0.0,0.0,20-11 18:33:07,2674.0,2794.0,3.0,29.0,0.0,3.0,0.0
4.523,6.030,86.432,0.0,3.015,0.0,0.0,0.0,0.0,1587.0,0.0,0.210,0.370,0.360,122826752.0,10809344.0,229568512.0,3238772736.0,809018.0,12253514.0,2.0,0.0,0.0,20-11 18:33:08,2695.0,2857.0,3.0,29.0,0.0,3.0,0.0
4.500,6.500,86.0,0.0,3.0,0.0,0.0,0.0,0.0,1380.0,0.0,0.210,0.370,0.360,122884096.0,10809344.0,229568512.0,3238715392.0,756182.0,11481487.0,1.0,0.0,0.0,20-11 18:33:09,2420.0,2670.0,3.0,29.0,0.0,2.0,0.0
5.0,6.500,84.0,1.500,3.0,0.0,0.0,12288.0,0.0,1542.0,0.0,0.270,0.380,0.360,122785792.0,10817536.0,229560320.0,3238813696.0,794588.0,12034680.0,2.0,0.0,0.0,20-11 18:33:10,2520.0,2705.0,3.0,29.0,0.0,2.0,0.0
4.478,6.468,86.070,0.0,2.985,0.0,0.0,0.0,0.0,1447.0,0.0,0.270,0.380,0.360,122908672.0,10817536.0,229568512.0,3238682624.0,760818.0,11535861.0,1.0,0.0,0.0,20-11 18:33:11,2399.0,2612.0,3.0,29.0,0.0,2.0,0.0
4.523,6.030,86.935,0.0,2.513,0.0,0.0,0.0,0.0,1476.0,0.0,0.270,0.380,0.360,122884096.0,10817536.0,229568512.0,3238707200.0,776594.0,11789672.0,2.0,0.0,0.0,20-11 18:33:12,2440.0,2612.0,3.0,29.0,0.0,2.0,0.0
4.975,6.468,85.572,0.0,2.985,0.0,0.0,0.0,0.0,1517.0,0.0,0.270,0.380,0.360,122859520.0,10817536.0,229568512.0,3238731776.0,783488.0,11882160.0,1.0,0.0,0.0,20-11 18:33:13,2514.0,2693.0,3.0,29.0,0.0,2.0,0.0
4.523,6.533,85.930,0.0,3.015,0.0,0.0,0.0,0.0,1530.0,0.0,0.270,0.380,0.360,122892288.0,10817536.0,229568512.0,3238699008.0,775718.0,11748946.0,2.0,0.0,0.0,20-11 18:33:14,2587.0,2755.0,3.0,29.0,0.0,2.0,0.0
