"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms7",,,,"User:","nikolijo"
"Cmdline:","dstat -c -d -i -l -m -n -p -t -y --tcp --output dstat_memcached2_cpt32_rep3_w.csv",,,,"Date:","20 Nov 2017 18:48:21 UTC"

"total cpu usage",,,,,,"dsk/total",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"system","system",,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","4","7","12","1m","5m","15m","used","buff","cach","free","recv","send","run","blk","new","time","int","csw","lis","act","syn","tim","clo"
3.435,6.132,86.114,1.934,2.385,0.0,73116.713,51871.297,0.421,759.269,0.066,0.080,0.130,0.130,110612480.0,12120064.0,229752832.0,1407381504.0,0.0,0.0,0.0,0.0,3.355,20-11 18:48:21,1033.088,869.327,5.0,2.0,0.0,2.0,0.0
2.0,3.0,92.0,0.0,3.0,0.0,0.0,0.0,0.0,807.0,0.0,0.080,0.130,0.130,110686208.0,12120064.0,229756928.0,1407303680.0,6389489.0,423548.0,1.0,0.0,0.0,20-11 18:48:22,1075.0,972.0,5.0,34.0,0.0,2.0,0.0
3.0,5.0,87.0,0.0,5.0,0.0,0.0,0.0,0.0,1339.0,0.0,0.080,0.130,0.130,110620672.0,12120064.0,229756928.0,1407369216.0,10374583.0,685066.0,1.0,0.0,0.0,20-11 18:48:23,1607.0,1398.0,5.0,34.0,0.0,2.0,0.0
2.0,5.0,88.0,0.0,5.0,0.0,0.0,0.0,0.0,1192.0,0.0,0.070,0.130,0.130,110620672.0,12120064.0,229756928.0,1407369216.0,9825518.0,648436.0,1.0,0.0,0.0,20-11 18:48:24,1461.0,1289.0,5.0,34.0,0.0,2.0,0.0
3.0,4.0,89.0,0.0,4.0,0.0,0.0,0.0,0.0,1247.0,0.0,0.070,0.130,0.130,110686208.0,12120064.0,229756928.0,1407303680.0,8880348.0,584648.0,1.0,0.0,0.0,20-11 18:48:25,1513.0,1350.0,5.0,34.0,0.0,2.0,0.0
2.020,4.040,89.899,0.0,4.040,0.0,0.0,0.0,0.0,1046.0,0.0,0.070,0.130,0.130,110653440.0,12120064.0,229756928.0,1407336448.0,7653988.0,507244.0,0.0,0.0,0.0,20-11 18:48:26,1314.0,1196.0,5.0,34.0,0.0,2.0,0.0
2.970,3.960,81.188,7.921,3.960,0.0,0.0,40960.0,0.0,1063.0,0.0,0.070,0.130,0.130,110678016.0,12128256.0,229756928.0,1407303680.0,8661533.0,569996.0,1.0,0.0,0.0,20-11 18:48:27,1332.0,1205.0,5.0,34.0,0.0,2.0,0.0
2.970,4.950,88.119,0.0,3.960,0.0,0.0,0.0,0.0,1279.0,0.0,0.070,0.130,0.130,110612480.0,12128256.0,229756928.0,1407369216.0,9623133.0,635930.0,0.0,0.0,0.0,20-11 18:48:28,1547.0,1403.0,5.0,34.0,0.0,2.0,0.0
2.020,4.040,89.899,0.0,4.040,0.0,0.0,0.0,0.0,1226.0,0.0,0.060,0.120,0.130,110645248.0,12128256.0,229756928.0,1407336448.0,9123494.0,601150.0,1.0,0.0,0.0,20-11 18:48:29,1499.0,1341.0,5.0,34.0,0.0,2.0,0.0
2.970,3.960,89.109,0.0,3.960,0.0,0.0,0.0,0.0,1174.0,0.0,0.060,0.120,0.130,110645248.0,12128256.0,229756928.0,1407336448.0,8527034.0,562152.0,1.0,0.0,0.0,20-11 18:48:30,1440.0,1264.0,5.0,34.0,0.0,2.0,0.0
