"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms6",,,,"User:","nikolijo"
"Cmdline:","dstat -c -d -i -l -m -n -p -t -y --tcp --output dstat_memcached1_cpt20_rep1_r.csv",,,,"Date:","20 Nov 2017 19:39:43 UTC"

"total cpu usage",,,,,,"dsk/total",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"system","system",,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","4","7","12","1m","5m","15m","used","buff","cach","free","recv","send","run","blk","new","time","int","csw","lis","act","syn","tim","clo"
3.176,5.254,87.534,1.887,2.149,0.0,33109.107,7709784.314,0.184,786.855,0.029,0.130,0.090,0.110,114065408.0,15822848.0,230088704.0,1399889920.0,0.0,0.0,0.0,0.0,3.184,20-11 19:39:43,1060.345,935.338,5.0,2.0,0.0,3.0,0.0
0.990,1.980,96.040,0.0,0.990,0.0,0.0,0.0,0.0,368.0,0.0,0.130,0.090,0.110,114061312.0,15822848.0,230088704.0,1399894016.0,208654.0,2742346.0,0.0,0.0,0.0,20-11 19:39:44,636.0,429.0,5.0,22.0,0.0,3.0,0.0
1.0,2.0,94.0,0.0,3.0,0.0,0.0,0.0,0.0,799.0,0.0,0.130,0.090,0.110,114061312.0,15822848.0,230088704.0,1399894016.0,415538.0,5566862.0,1.0,0.0,0.0,20-11 19:39:45,1067.0,831.0,5.0,22.0,0.0,3.0,0.0
1.010,3.030,93.939,0.0,2.020,0.0,0.0,0.0,0.0,848.0,0.0,0.130,0.090,0.110,114061312.0,15822848.0,230088704.0,1399894016.0,498738.0,6659430.0,1.0,0.0,0.0,20-11 19:39:46,1115.0,904.0,5.0,22.0,0.0,3.0,0.0
1.010,3.030,92.929,0.0,3.030,0.0,0.0,0.0,0.0,979.0,0.0,0.120,0.090,0.110,114094080.0,15822848.0,230088704.0,1399861248.0,544334.0,7311250.0,1.0,0.0,0.0,20-11 19:39:47,1249.0,1093.0,5.0,22.0,0.0,3.0,0.0
0.990,2.970,90.099,2.970,2.970,0.0,0.0,36864.0,0.0,856.0,0.0,0.120,0.090,0.110,114085888.0,15831040.0,230088704.0,1399861248.0,481915.0,6432362.0,1.0,0.0,0.0,20-11 19:39:48,1124.0,986.0,5.0,22.0,0.0,3.0,0.0
2.020,3.030,92.929,0.0,2.020,0.0,0.0,0.0,0.0,1015.0,0.0,0.120,0.090,0.110,114085888.0,15831040.0,230088704.0,1399861248.0,555001.0,7437218.0,1.0,0.0,0.0,20-11 19:39:49,1285.0,1135.0,5.0,22.0,0.0,3.0,0.0
0.990,2.970,93.069,0.0,2.970,0.0,0.0,0.0,0.0,826.0,0.0,0.120,0.090,0.110,114053120.0,15831040.0,230088704.0,1399894016.0,505394.0,6786462.0,1.0,0.0,0.0,20-11 19:39:50,1093.0,886.0,5.0,22.0,0.0,3.0,0.0
1.0,4.0,92.0,0.0,3.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.120,0.090,0.110,114053120.0,15831040.0,230088704.0,1399894016.0,572030.0,7643596.0,1.0,0.0,0.0,20-11 19:39:51,1292.0,1140.0,5.0,22.0,0.0,3.0,0.0
