"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms1",,,,"User:","nikolijo"
"Cmdline:","dstat -c -d -i -l -m -n -p -t -y --tcp --output dstat_memtier1_cpt64_rep3_r.csv",,,,"Date:","20 Nov 2017 20:11:06 UTC"

"total cpu usage",,,,,,"dsk/total",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"system","system",,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","4","7","12","1m","5m","15m","used","buff","cach","free","recv","send","run","blk","new","time","int","csw","lis","act","syn","tim","clo"
8.312,11.418,69.428,0.720,10.122,0.0,25331.792,8826549.858,0.056,1151.621,0.022,1.170,1.130,0.930,126824448.0,18452480.0,229920768.0,3226779648.0,0.0,0.0,0.000,0.0,5.740,20-11 20:11:06,2033.517,2052.650,3.0,131.0,0.0,131.0,0.0
12.808,21.675,44.335,0.0,21.182,0.0,0.0,0.0,0.0,1561.0,0.0,1.170,1.130,0.930,127172608.0,18452480.0,229928960.0,3226423296.0,21938758.0,1638942.0,1.0,0.0,0.0,20-11 20:11:07,2403.0,1872.0,3.0,131.0,0.0,131.0,0.0
13.198,19.289,48.223,0.0,19.289,0.0,0.0,32768.0,0.0,1516.0,0.0,1.160,1.130,0.930,127270912.0,18460672.0,229920768.0,3226324992.0,21217826.0,1586690.0,2.0,1.0,0.0,20-11 20:11:08,2366.0,1758.0,3.0,131.0,0.0,131.0,0.0
14.925,20.398,40.796,0.0,23.881,0.0,0.0,4096.0,0.0,1561.0,0.0,1.160,1.130,0.930,127111168.0,18460672.0,229920768.0,3226484736.0,22308682.0,1663950.0,1.0,0.0,0.0,20-11 20:11:09,2468.0,1889.0,3.0,131.0,0.0,131.0,0.0
12.060,22.111,45.226,0.0,20.603,0.0,0.0,0.0,0.0,1326.0,0.0,1.160,1.130,0.930,127299584.0,18460672.0,229928960.0,3226288128.0,21769034.0,1618462.0,3.0,0.0,0.0,20-11 20:11:10,2174.0,1729.0,3.0,131.0,0.0,131.0,0.0
14.500,17.0,43.0,0.0,25.500,0.0,0.0,0.0,0.0,1500.0,0.0,1.160,1.130,0.930,127307776.0,18460672.0,229928960.0,3226279936.0,23760721.0,1783593.0,1.0,0.0,0.0,20-11 20:11:11,2377.0,1993.0,3.0,131.0,0.0,130.0,0.0
12.563,18.593,46.734,0.0,22.111,0.0,0.0,0.0,0.0,1792.0,0.0,1.160,1.130,0.930,127250432.0,18460672.0,229928960.0,3226337280.0,22242238.0,1657690.0,1.0,0.0,0.0,20-11 20:11:12,2669.0,1880.0,3.0,131.0,0.0,130.0,0.0
13.793,18.227,45.813,0.0,22.167,0.0,0.0,0.0,0.0,1386.0,0.0,1.160,1.130,0.930,127234048.0,18460672.0,229928960.0,3226353664.0,21939142.0,1644245.0,0.0,0.0,0.0,20-11 20:11:13,2224.0,1848.0,3.0,131.0,0.0,130.0,0.0
14.573,18.593,44.724,0.0,22.111,0.0,0.0,0.0,0.0,1511.0,0.0,1.300,1.160,0.940,127512576.0,18460672.0,229928960.0,3226075136.0,22292306.0,1653787.0,2.0,0.0,0.0,20-11 20:11:14,2353.0,1840.0,3.0,131.0,0.0,130.0,0.0
13.0,24.0,39.500,1.500,22.0,0.0,0.0,12288.0,0.0,1219.0,0.0,1.300,1.160,0.940,127504384.0,18468864.0,229928960.0,3226075136.0,20231530.0,1516554.0,3.0,0.0,0.0,20-11 20:11:15,2017.0,1610.0,3.0,131.0,0.0,130.0,0.0
15.075,17.588,44.221,0.0,23.116,0.0,0.0,0.0,0.0,1355.0,0.0,1.300,1.160,0.940,127553536.0,18468864.0,229928960.0,3226025984.0,22878930.0,1715368.0,2.0,0.0,0.0,20-11 20:11:16,2175.0,1917.0,3.0,131.0,0.0,130.0,0.0
18.317,26.238,33.663,0.0,21.782,0.0,0.0,0.0,0.0,2274.0,0.0,1.300,1.160,0.940,127660032.0,18468864.0,229928960.0,3225919488.0,22684501.0,1685907.0,3.0,0.0,0.0,20-11 20:11:17,3143.0,1869.0,3.0,131.0,0.0,130.0,0.0
13.131,20.707,45.960,0.0,20.202,0.0,0.0,0.0,0.0,1238.0,0.0,1.300,1.160,0.940,127660032.0,18468864.0,229928960.0,3225919488.0,21837739.0,1631119.0,3.0,0.0,0.0,20-11 20:11:18,2060.0,1771.0,3.0,131.0,0.0,130.0,0.0
13.500,20.500,46.0,0.0,20.0,0.0,0.0,0.0,0.0,1324.0,0.0,1.280,1.160,0.940,127479808.0,18468864.0,229928960.0,3226099712.0,22197184.0,1660822.0,3.0,0.0,0.0,20-11 20:11:19,2244.0,1799.0,3.0,131.0,0.0,130.0,0.0
14.070,20.101,42.211,0.0,23.618,0.0,0.0,12288.0,0.0,1690.0,0.0,1.280,1.160,0.940,127635456.0,18477056.0,229920768.0,3225944064.0,22776878.0,1706182.0,1.0,0.0,0.0,20-11 20:11:20,2621.0,1928.0,3.0,131.0,0.0,130.0,0.0
11.500,19.0,41.0,0.0,28.500,0.0,0.0,16384.0,0.0,1113.0,0.0,1.280,1.160,0.940,127578112.0,18477056.0,229928960.0,3225993216.0,19986435.0,1494179.0,2.0,0.0,0.0,20-11 20:11:21,1936.0,1658.0,3.0,131.0,0.0,130.0,0.0
13.433,16.418,45.771,0.0,24.378,0.0,0.0,0.0,0.0,1119.0,0.0,1.280,1.160,0.940,127389696.0,18477056.0,229928960.0,3226181632.0,22514317.0,1678065.0,2.0,0.0,0.0,20-11 20:11:22,1928.0,1845.0,3.0,131.0,0.0,130.0,0.0
14.0,16.0,46.0,0.0,24.0,0.0,0.0,0.0,0.0,1113.0,0.0,1.280,1.160,0.940,127533056.0,18477056.0,229933056.0,3226034176.0,23247578.0,1738950.0,0.0,0.0,0.0,20-11 20:11:23,1898.0,1811.0,3.0,131.0,0.0,130.0,0.0
13.0,17.500,45.0,0.0,24.500,0.0,0.0,0.0,0.0,1108.0,0.0,1.260,1.150,0.940,127631360.0,18477056.0,229933056.0,3225935872.0,22567010.0,1679886.0,2.0,0.0,0.0,20-11 20:11:24,1877.0,1790.0,3.0,131.0,0.0,130.0,0.0
13.500,23.0,44.500,0.0,19.0,0.0,0.0,0.0,0.0,1287.0,0.0,1.260,1.150,0.940,127631360.0,18477056.0,229933056.0,3225935872.0,21864508.0,1634758.0,1.0,0.0,0.0,20-11 20:11:25,2164.0,1741.0,3.0,131.0,0.0,130.0,0.0
15.0,19.0,42.500,0.0,23.500,0.0,0.0,0.0,0.0,1435.0,0.0,1.260,1.150,0.940,127410176.0,18477056.0,229933056.0,3226157056.0,22621040.0,1692490.0,1.0,0.0,0.0,20-11 20:11:26,2246.0,1783.0,3.0,131.0,0.0,130.0,0.0
