"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms1",,,,"User:","nikolijo"
"Cmdline:","dstat -c -d -i -l -m -n -p -t -y --tcp --output dstat_memtier1_cpt32_rep1_w.csv",,,,"Date:","20 Nov 2017 18:44:41 UTC"

"total cpu usage",,,,,,"dsk/total",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"system","system",,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","4","7","12","1m","5m","15m","used","buff","cach","free","recv","send","run","blk","new","time","int","csw","lis","act","syn","tim","clo"
5.524,8.270,80.861,1.755,3.590,0.0,83402.055,29050959.147,0.185,1120.711,0.074,0.700,0.600,0.490,123101184.0,11718656.0,229593088.0,3237564416.0,0.0,0.0,0.000,0.0,5.987,20-11 18:44:41,2049.726,2239.367,3.0,35.0,0.0,56.0,0.0
9.500,12.0,62.500,0.0,16.0,0.0,0.0,0.0,0.0,1205.0,0.0,0.700,0.600,0.490,123125760.0,11718656.0,229601280.0,3237531648.0,1012966.0,15245520.0,2.0,0.0,14.0,20-11 18:44:42,2217.0,2407.0,3.0,67.0,0.0,56.0,0.0
10.396,11.386,62.376,0.0,15.842,0.0,0.0,0.0,0.0,999.0,0.0,0.700,0.600,0.490,123092992.0,11718656.0,229601280.0,3237564416.0,933338.0,14155571.0,3.0,0.0,0.0,20-11 18:44:43,1952.0,2058.0,3.0,67.0,0.0,56.0,0.0
10.500,11.0,62.0,0.500,16.0,0.0,0.0,36864.0,0.0,1135.0,0.0,0.880,0.640,0.500,123293696.0,11726848.0,229601280.0,3237355520.0,978626.0,14911650.0,0.0,0.0,0.0,20-11 18:44:44,2068.0,2081.0,3.0,67.0,0.0,56.0,0.0
8.955,12.438,61.194,0.0,17.413,0.0,0.0,0.0,0.0,1398.0,0.0,0.880,0.640,0.500,123367424.0,11726848.0,229601280.0,3237281792.0,1082004.0,16337610.0,2.0,0.0,0.0,20-11 18:44:45,2267.0,2282.0,3.0,67.0,0.0,56.0,0.0
10.553,13.568,60.302,0.0,15.578,0.0,0.0,0.0,0.0,1533.0,0.0,0.880,0.640,0.500,123342848.0,11726848.0,229601280.0,3237306368.0,1149418.0,17430016.0,2.0,0.0,0.0,20-11 18:44:46,2444.0,2329.0,3.0,67.0,0.0,56.0,0.0
9.950,12.935,61.692,0.0,15.423,0.0,0.0,0.0,0.0,1305.0,0.0,0.880,0.640,0.500,123310080.0,11726848.0,229601280.0,3237339136.0,1110494.0,16840898.0,2.0,0.0,0.0,20-11 18:44:47,2189.0,2235.0,3.0,67.0,0.0,56.0,0.0
9.548,11.558,61.307,0.0,17.588,0.0,0.0,0.0,0.0,963.0,0.0,0.880,0.640,0.500,123351040.0,11726848.0,229601280.0,3237298176.0,797268.0,12084344.0,2.0,0.0,0.0,20-11 18:44:48,1710.0,1837.0,3.0,67.0,0.0,57.0,0.0
11.558,11.558,60.804,0.0,16.080,0.0,0.0,0.0,0.0,1170.0,0.0,0.890,0.640,0.500,123236352.0,11726848.0,229601280.0,3237412864.0,957314.0,14519447.0,3.0,0.0,0.0,20-11 18:44:49,1969.0,2074.0,3.0,67.0,0.0,57.0,0.0
7.960,11.443,52.736,0.498,27.363,0.0,0.0,12288.0,0.0,1067.0,0.0,0.890,0.640,0.500,123293696.0,11735040.0,229593088.0,3237355520.0,886126.0,13472170.0,2.0,0.0,0.0,20-11 18:44:50,1840.0,1895.0,3.0,67.0,0.0,57.0,0.0
10.553,11.558,61.809,0.0,16.080,0.0,0.0,0.0,0.0,1186.0,0.0,0.890,0.640,0.500,123269120.0,11735040.0,229601280.0,3237371904.0,970472.0,14700330.0,4.0,0.0,0.0,20-11 18:44:51,2020.0,2110.0,3.0,67.0,1.0,57.0,0.0
10.945,10.448,59.701,0.0,18.905,0.0,0.0,0.0,0.0,1094.0,0.0,0.890,0.640,0.500,123416576.0,11735040.0,229601280.0,3237224448.0,958646.0,14518282.0,3.0,0.0,0.0,20-11 18:44:52,1878.0,1973.0,3.0,67.0,1.0,57.0,0.0
9.548,14.573,59.296,0.0,16.583,0.0,0.0,0.0,0.0,1380.0,0.0,0.890,0.640,0.500,123236352.0,11735040.0,229601280.0,3237404672.0,1114046.0,16966739.0,1.0,0.0,0.0,20-11 18:44:53,2262.0,2266.0,3.0,67.0,1.0,57.0,0.0
9.950,12.438,61.692,0.0,15.920,0.0,0.0,0.0,0.0,1262.0,0.0,0.980,0.660,0.510,123342848.0,11735040.0,229601280.0,3237298176.0,1033016.0,15649150.0,2.0,0.0,0.0,20-11 18:44:54,2093.0,2151.0,3.0,67.0,1.0,56.0,0.0
9.548,11.055,61.809,0.0,17.588,0.0,0.0,0.0,0.0,1269.0,0.0,0.980,0.660,0.510,123310080.0,11735040.0,229601280.0,3237330944.0,1057510.0,16051673.0,2.0,0.0,0.0,20-11 18:44:55,2110.0,2093.0,3.0,67.0,1.0,56.0,0.0
9.500,12.0,60.0,1.0,17.500,0.0,0.0,12288.0,0.0,1306.0,0.0,0.980,0.660,0.510,123400192.0,11743232.0,229593088.0,3237240832.0,1038040.0,15724093.0,2.0,0.0,0.0,20-11 18:44:56,2145.0,2166.0,3.0,67.0,1.0,56.0,0.0
