"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms1",,,,"User:","nikolijo"
"Cmdline:","dstat -c -d -i -l -m -n -p -t -y --tcp --output dstat_memtier1_cpt1_rep1_r.csv",,,,"Date:","20 Nov 2017 14:23:56 UTC"

"total cpu usage",,,,,,"dsk/total",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"system","system",,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","4","7","12","1m","5m","15m","used","buff","cach","free","recv","send","run","blk","new","time","int","csw","lis","act","syn","tim","clo"
4.916,6.162,85.938,1.115,1.869,0.0,42984.488,14952274.889,0.184,889.537,0.038,0.200,0.280,0.310,116080640.0,14110720.0,230264832.0,3249131520.0,0.0,0.0,0.0,0.0,4.261,20-11 14:23:56,1749.480,1716.842,3.0,4.0,0.0,130.0,0.0
1.485,1.980,95.050,0.0,1.485,0.0,0.0,0.0,0.0,1160.0,0.0,0.200,0.280,0.310,116207616.0,14110720.0,230268928.0,3249000448.0,1120660.0,84332.0,1.0,0.0,0.0,20-11 14:23:57,2184.0,2787.0,3.0,4.0,0.0,130.0,0.0
1.508,2.010,93.970,1.508,1.005,0.0,0.0,45056.0,0.0,1242.0,0.0,0.200,0.280,0.310,116199424.0,14118912.0,230268928.0,3249000448.0,1128528.0,84928.0,0.0,0.0,0.0,20-11 14:23:58,2207.0,2771.0,3.0,4.0,0.0,130.0,0.0
1.0,2.0,96.0,0.0,1.0,0.0,0.0,0.0,0.0,918.0,0.0,0.200,0.280,0.310,116199424.0,14118912.0,230268928.0,3249000448.0,989627.0,75479.0,0.0,0.0,0.0,20-11 14:23:59,1834.0,2508.0,3.0,4.0,0.0,131.0,0.0
1.508,1.508,95.980,0.0,1.005,0.0,0.0,0.0,0.0,1082.0,0.0,0.200,0.280,0.310,116330496.0,14118912.0,230268928.0,3248869376.0,1073467.0,80575.0,1.0,0.0,0.0,20-11 14:24:00,2205.0,2815.0,3.0,4.0,0.0,131.0,0.0
1.485,2.475,95.050,0.0,0.990,0.0,0.0,0.0,0.0,1036.0,0.0,0.180,0.270,0.300,116199424.0,14118912.0,230268928.0,3249000448.0,1029575.0,77411.0,0.0,0.0,0.0,20-11 14:24:01,2146.0,2713.0,3.0,4.0,0.0,131.0,0.0
1.500,2.0,95.0,0.0,1.500,0.0,0.0,0.0,0.0,1255.0,0.0,0.180,0.270,0.300,116199424.0,14118912.0,230268928.0,3249000448.0,1117280.0,83912.0,1.0,0.0,0.0,20-11 14:24:02,2418.0,2965.0,3.0,4.0,0.0,131.0,0.0
1.493,1.990,94.030,1.493,0.995,0.0,0.0,28672.0,0.0,1201.0,0.0,0.180,0.270,0.300,116199424.0,14127104.0,230260736.0,3249000448.0,1126269.0,84497.0,1.0,0.0,0.0,20-11 14:24:03,2380.0,2984.0,3.0,4.0,0.0,131.0,0.0
1.005,2.010,95.980,0.0,1.005,0.0,0.0,0.0,0.0,1142.0,0.0,0.180,0.270,0.300,116191232.0,14127104.0,230268928.0,3249000448.0,1088071.0,81835.0,0.0,0.0,0.0,20-11 14:24:04,2300.0,2902.0,3.0,4.0,0.0,131.0,0.0
