"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms6",,,,"User:","nikolijo"
"Cmdline:","dstat -c -d -i -l -m -n -p -t -y --tcp --output dstat_memcached1_cpt28_rep2_r.csv",,,,"Date:","20 Nov 2017 15:03:18 UTC"

"total cpu usage",,,,,,"dsk/total",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"system","system",,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","4","7","12","1m","5m","15m","used","buff","cach","free","recv","send","run","blk","new","time","int","csw","lis","act","syn","tim","clo"
7.985,11.817,58.920,1.220,20.058,0.0,27599.299,6448012.492,0.150,1294.818,0.025,0.080,0.130,0.200,116912128.0,15675392.0,229896192.0,1397383168.0,0.0,0.0,0.0,0.0,2.853,20-11 15:03:18,1547.414,1522.845,5.0,114.0,0.0,3.0,0.0
2.041,6.122,86.735,0.0,5.102,0.0,0.0,0.0,0.0,1415.0,0.0,0.080,0.130,0.200,117084160.0,15675392.0,229896192.0,1397211136.0,997399.0,13217355.0,0.0,0.0,0.0,20-11 15:03:19,1680.0,1405.0,5.0,170.0,0.0,3.0,0.0
1.980,5.941,86.139,0.0,5.941,0.0,0.0,0.0,0.0,1417.0,0.0,0.080,0.130,0.200,117116928.0,15675392.0,229896192.0,1397178368.0,933513.0,12499557.0,0.0,0.0,0.0,20-11 15:03:20,1686.0,1424.0,5.0,170.0,0.0,3.0,0.0
2.020,5.051,88.889,0.0,4.040,0.0,0.0,0.0,0.0,1420.0,0.0,0.080,0.130,0.200,117116928.0,15675392.0,229896192.0,1397178368.0,932931.0,12500015.0,0.0,0.0,0.0,20-11 15:03:21,1689.0,1439.0,5.0,170.0,0.0,3.0,0.0
2.941,5.882,86.275,0.0,4.902,0.0,0.0,0.0,0.0,1314.0,0.0,0.080,0.130,0.200,117084160.0,15675392.0,229896192.0,1397211136.0,933126.0,12500210.0,0.0,0.0,0.0,20-11 15:03:22,1582.0,1366.0,5.0,170.0,0.0,3.0,0.0
2.0,5.0,86.0,3.0,4.0,0.0,0.0,32768.0,0.0,1329.0,0.0,0.080,0.130,0.200,117084160.0,15683584.0,229888000.0,1397211136.0,932830.0,12500106.0,0.0,0.0,0.0,20-11 15:03:23,1599.0,1391.0,5.0,170.0,0.0,3.0,0.0
2.0,5.0,89.0,0.0,4.0,0.0,0.0,0.0,0.0,1234.0,0.0,0.070,0.130,0.200,117075968.0,15683584.0,229896192.0,1397211136.0,933172.0,12500256.0,0.0,0.0,0.0,20-11 15:03:24,1502.0,1385.0,5.0,170.0,0.0,2.0,0.0
1.0,5.0,90.0,0.0,4.0,0.0,0.0,0.0,0.0,1081.0,0.0,0.070,0.130,0.200,117075968.0,15683584.0,229896192.0,1397211136.0,933345.0,12500429.0,0.0,0.0,0.0,20-11 15:03:25,1350.0,1250.0,5.0,170.0,0.0,2.0,0.0
2.020,5.051,87.879,0.0,5.051,0.0,0.0,0.0,0.0,1185.0,0.0,0.070,0.130,0.200,117075968.0,15683584.0,229896192.0,1397211136.0,933494.0,12499538.0,0.0,0.0,0.0,20-11 15:03:26,1453.0,1291.0,5.0,170.0,0.0,2.0,0.0
2.0,5.0,89.0,0.0,4.0,0.0,0.0,0.0,0.0,1209.0,0.0,0.070,0.130,0.200,117108736.0,15683584.0,229896192.0,1397178368.0,933048.0,12500132.0,0.0,0.0,0.0,20-11 15:03:27,1478.0,1337.0,5.0,170.0,0.0,2.0,0.0
2.970,4.950,87.129,0.0,4.950,0.0,0.0,0.0,0.0,1133.0,0.0,0.070,0.130,0.200,117108736.0,15683584.0,229896192.0,1397178368.0,933263.0,12500347.0,0.0,0.0,0.0,20-11 15:03:28,1401.0,1294.0,5.0,170.0,0.0,2.0,0.0
2.0,5.0,87.0,2.0,4.0,0.0,0.0,12288.0,0.0,1090.0,0.0,0.060,0.130,0.200,117067776.0,15691776.0,229896192.0,1397211136.0,933160.0,12499204.0,0.0,0.0,0.0,20-11 15:03:29,1358.0,1260.0,5.0,170.0,0.0,2.0,0.0
2.020,5.051,88.889,0.0,4.040,0.0,0.0,0.0,0.0,1081.0,0.0,0.060,0.130,0.200,117100544.0,15691776.0,229896192.0,1397178368.0,928861.0,12437537.0,1.0,0.0,0.0,20-11 15:03:30,1353.0,1273.0,5.0,170.0,0.0,2.0,0.0
1.980,4.950,89.109,0.0,3.960,0.0,0.0,0.0,0.0,1169.0,0.0,0.060,0.130,0.200,117067776.0,15691776.0,229896192.0,1397211136.0,937749.0,12563241.0,0.0,0.0,0.0,20-11 15:03:31,1435.0,1317.0,5.0,170.0,0.0,2.0,0.0
2.0,5.0,89.0,0.0,4.0,0.0,0.0,0.0,0.0,1073.0,0.0,0.060,0.130,0.200,117067776.0,15691776.0,229896192.0,1397211136.0,933213.0,12500297.0,0.0,0.0,0.0,20-11 15:03:32,1341.0,1273.0,5.0,170.0,0.0,2.0,0.0
1.010,5.051,89.899,0.0,4.040,0.0,0.0,0.0,0.0,1171.0,0.0,0.060,0.130,0.200,117067776.0,15691776.0,229896192.0,1397211136.0,933143.0,12499187.0,0.0,0.0,0.0,20-11 15:03:33,1439.0,1312.0,5.0,170.0,0.0,2.0,0.0
