"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms1",,,,"User:","nikolijo"
"Cmdline:","dstat -c -d -i -l -m -n -p -t -y --tcp --output dstat_memtier1_cpt14_rep1_w.csv",,,,"Date:","20 Nov 2017 13:35:25 UTC"

"total cpu usage",,,,,,"dsk/total",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"system","system",,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","4","7","12","1m","5m","15m","used","buff","cach","free","recv","send","run","blk","new","time","int","csw","lis","act","syn","tim","clo"
3.314,4.069,88.639,2.808,1.170,0.0,127330.271,44284615.980,0.546,783.380,0.113,0.070,0.200,0.180,114466816.0,10387456.0,229609472.0,3255123968.0,0.0,0.0,0.0,0.0,4.390,20-11 13:35:25,1671.522,1826.897,3.0,30.0,0.0,18.0,0.0
4.0,6.0,88.0,0.0,2.0,0.0,0.0,0.0,0.0,1105.0,0.0,0.070,0.200,0.180,114491392.0,10387456.0,229621760.0,3255087104.0,433180.0,6568997.0,0.0,0.0,0.0,20-11 13:35:26,2137.0,2235.0,3.0,30.0,0.0,18.0,0.0
4.500,6.0,87.0,0.0,2.500,0.0,0.0,12288.0,0.0,1498.0,0.0,0.060,0.200,0.180,114556928.0,10387456.0,229621760.0,3255021568.0,469233.0,7109863.0,0.0,0.0,0.0,20-11 13:35:27,2825.0,2687.0,3.0,30.0,0.0,19.0,0.0
4.0,5.500,88.0,0.0,2.500,0.0,0.0,0.0,0.0,1228.0,0.0,0.060,0.200,0.180,114655232.0,10387456.0,229621760.0,3254923264.0,436436.0,6618186.0,0.0,0.0,0.0,20-11 13:35:28,2288.0,2558.0,3.0,30.0,0.0,19.0,0.0
3.500,5.500,89.0,0.0,2.0,0.0,0.0,0.0,0.0,1305.0,0.0,0.060,0.200,0.180,114589696.0,10387456.0,229621760.0,3254988800.0,426298.0,6464544.0,3.0,0.0,0.0,20-11 13:35:29,2545.0,2367.0,3.0,30.0,0.0,19.0,0.0
4.500,5.500,88.0,0.0,2.0,0.0,0.0,0.0,0.0,1352.0,0.0,0.060,0.200,0.180,114622464.0,10387456.0,229621760.0,3254956032.0,445760.0,6758825.0,0.0,0.0,0.0,20-11 13:35:30,2423.0,2673.0,3.0,30.0,0.0,19.0,0.0
3.500,5.500,78.500,10.0,2.500,0.0,0.0,45056.0,0.0,1206.0,0.0,0.060,0.200,0.180,114483200.0,10395648.0,229621760.0,3255087104.0,436436.0,6618104.0,0.0,0.0,0.0,20-11 13:35:31,2137.0,2394.0,3.0,30.0,0.0,19.0,0.0
4.0,5.0,89.500,0.0,1.500,0.0,0.0,40960.0,0.0,1100.0,0.0,0.060,0.200,0.170,114581504.0,10395648.0,229621760.0,3254988800.0,411720.0,6243176.0,0.0,0.0,0.0,20-11 13:35:32,1967.0,2233.0,3.0,30.0,0.0,19.0,0.0
3.518,5.528,88.945,0.0,2.010,0.0,0.0,0.0,0.0,1179.0,0.0,0.060,0.200,0.170,114548736.0,10395648.0,229621760.0,3255021568.0,426446.0,6466358.0,0.0,0.0,0.0,20-11 13:35:33,2064.0,2254.0,3.0,30.0,0.0,19.0,0.0
3.980,5.473,88.557,0.0,1.990,0.0,0.0,0.0,0.0,1012.0,0.0,0.060,0.200,0.170,114712576.0,10395648.0,229621760.0,3254857728.0,420082.0,6369898.0,0.0,0.0,0.0,20-11 13:35:34,1889.0,2154.0,3.0,30.0,0.0,19.0,0.0
3.980,5.473,88.557,0.0,1.990,0.0,0.0,0.0,0.0,1279.0,0.0,0.060,0.200,0.170,114802688.0,10395648.0,229621760.0,3254767616.0,430710.0,6529370.0,0.0,0.0,0.0,20-11 13:35:35,2159.0,2283.0,3.0,30.0,0.0,18.0,0.0
3.553,5.076,88.325,1.015,2.030,0.0,0.0,12288.0,0.0,993.0,0.0,0.060,0.200,0.170,114835456.0,10403840.0,229613568.0,3254734848.0,428814.0,6502857.0,0.0,0.0,0.0,20-11 13:35:36,1926.0,2150.0,3.0,30.0,0.0,18.0,0.0
3.980,5.473,88.557,0.0,1.990,0.0,0.0,0.0,0.0,1290.0,0.0,0.050,0.190,0.170,114921472.0,10403840.0,229621760.0,3254640640.0,415050.0,6293614.0,0.0,0.0,0.0,20-11 13:35:37,2347.0,2381.0,3.0,30.0,0.0,18.0,0.0
4.478,5.473,88.060,0.0,1.990,0.0,0.0,0.0,0.0,1331.0,0.0,0.050,0.190,0.170,114761728.0,10403840.0,229621760.0,3254800384.0,428230.0,6494757.0,1.0,0.0,0.0,20-11 13:35:38,2349.0,2469.0,3.0,30.0,0.0,18.0,0.0
4.0,5.500,88.0,0.0,2.500,0.0,0.0,0.0,0.0,1068.0,0.0,0.050,0.190,0.170,114794496.0,10403840.0,229621760.0,3254767616.0,397882.0,6033168.0,0.0,0.0,0.0,20-11 13:35:39,1921.0,2023.0,3.0,30.0,0.0,18.0,0.0
4.500,5.500,88.0,0.0,2.0,0.0,0.0,0.0,0.0,1181.0,0.0,0.050,0.190,0.170,115011584.0,10403840.0,229621760.0,3254550528.0,438434.0,6648524.0,0.0,0.0,0.0,20-11 13:35:40,2068.0,2259.0,3.0,30.0,0.0,18.0,0.0
4.020,5.528,88.442,0.0,2.010,0.0,0.0,0.0,0.0,1106.0,0.0,0.050,0.190,0.170,115085312.0,10403840.0,229621760.0,3254476800.0,429702.0,6515833.0,0.0,0.0,0.0,20-11 13:35:41,1993.0,2204.0,3.0,30.0,0.0,18.0,0.0
3.500,5.0,88.0,1.500,2.0,0.0,0.0,12288.0,0.0,1041.0,0.0,0.050,0.190,0.170,114917376.0,10412032.0,229621760.0,3254636544.0,423264.0,6402598.0,1.0,0.0,0.0,20-11 13:35:42,1909.0,2156.0,3.0,30.0,0.0,18.0,0.0
4.0,5.500,88.0,0.0,2.500,0.0,0.0,0.0,0.0,1243.0,0.0,0.050,0.190,0.170,115073024.0,10412032.0,229625856.0,3254476800.0,415716.0,6319785.0,1.0,0.0,0.0,20-11 13:35:43,2383.0,2211.0,3.0,30.0,0.0,18.0,0.0
4.0,5.500,88.500,0.0,2.0,0.0,0.0,0.0,0.0,1242.0,0.0,0.050,0.190,0.170,114937856.0,10412032.0,229625856.0,3254611968.0,431552.0,6544182.0,0.0,0.0,0.0,20-11 13:35:44,2154.0,2202.0,3.0,30.0,0.0,18.0,0.0
4.0,5.500,88.500,0.0,2.0,0.0,0.0,0.0,0.0,1192.0,0.0,0.050,0.190,0.170,115073024.0,10412032.0,229625856.0,3254476800.0,422746.0,6410428.0,0.0,0.0,0.0,20-11 13:35:45,2101.0,2273.0,3.0,30.0,0.0,18.0,0.0
4.0,5.500,88.0,0.0,2.500,0.0,0.0,0.0,0.0,1171.0,0.0,0.050,0.190,0.170,114987008.0,10412032.0,229625856.0,3254562816.0,428666.0,6500270.0,0.0,0.0,0.0,20-11 13:35:46,2042.0,2222.0,3.0,30.0,0.0,18.0,0.0
4.0,5.500,87.500,1.0,2.0,0.0,0.0,12288.0,0.0,1165.0,0.0,0.050,0.190,0.170,115126272.0,10420224.0,229625856.0,3254415360.0,423708.0,6424903.0,0.0,0.0,0.0,20-11 13:35:47,2042.0,2295.0,3.0,30.0,0.0,18.0,0.0
4.0,5.500,88.500,0.0,2.0,0.0,0.0,0.0,0.0,1212.0,0.0,0.050,0.190,0.170,115027968.0,10420224.0,229625856.0,3254513664.0,429628.0,6514822.0,0.0,0.0,0.0,20-11 13:35:48,2104.0,2269.0,3.0,30.0,0.0,18.0,0.0
