"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms6",,,,"User:","nikolijo"
"Cmdline:","dstat -c -d -i -l -m -n -p -t -y --tcp --output dstat_memcached1_cpt64_rep3_w.csv",,,,"Date:","20 Nov 2017 14:21:54 UTC"

"total cpu usage",,,,,,"dsk/total",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"system","system",,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","4","7","12","1m","5m","15m","used","buff","cach","free","recv","send","run","blk","new","time","int","csw","lis","act","syn","tim","clo"
10.475,14.824,44.529,1.662,28.509,0.0,43457.925,10151067.434,0.236,1361.471,0.039,0.630,0.710,0.660,117272576.0,12652544.0,229806080.0,1400135680.0,0.0,0.0,0.000,0.0,2.938,20-11 14:21:54,1603.767,1491.337,5.0,386.0,0.0,3.0,0.0
13.861,21.782,0.990,0.0,63.366,0.0,0.0,0.0,0.0,676.0,0.0,0.740,0.740,0.670,117501952.0,12652544.0,229806080.0,1399906304.0,39722175.0,2592862.0,2.0,0.0,0.0,20-11 14:21:55,862.0,238.0,5.0,386.0,0.0,3.0,0.0
14.0,19.0,1.0,0.0,66.0,0.0,0.0,16384.0,0.0,711.0,0.0,0.740,0.740,0.670,117432320.0,12652544.0,229810176.0,1399971840.0,38326519.0,2527000.0,1.0,0.0,0.0,20-11 14:21:56,910.0,242.0,5.0,386.0,0.0,3.0,0.0
15.842,20.792,0.990,0.0,62.376,0.0,0.0,0.0,0.0,935.0,0.0,0.740,0.740,0.670,117530624.0,12652544.0,229810176.0,1399873536.0,38730807.0,2553862.0,1.0,0.0,0.0,20-11 14:21:57,1140.0,223.0,5.0,386.0,0.0,3.0,0.0
14.286,22.449,0.0,0.0,63.265,0.0,0.0,0.0,0.0,905.0,0.0,0.740,0.740,0.670,117432320.0,12652544.0,229810176.0,1399971840.0,37615994.0,2482452.0,2.0,0.0,0.0,20-11 14:21:58,1097.0,207.0,5.0,386.0,0.0,3.0,0.0
14.851,22.772,0.0,0.0,62.376,0.0,0.0,0.0,0.0,908.0,0.0,0.740,0.740,0.670,117440512.0,12652544.0,229810176.0,1399963648.0,37188664.0,2449818.0,2.0,0.0,0.0,20-11 14:21:59,1114.0,269.0,5.0,386.0,0.0,3.0,0.0
13.0,23.0,1.0,0.0,63.0,0.0,0.0,0.0,0.0,982.0,0.0,0.740,0.740,0.670,117334016.0,12652544.0,229810176.0,1400070144.0,37709490.0,2486522.0,2.0,0.0,0.0,20-11 14:22:00,1184.0,215.0,5.0,386.0,0.0,3.0,0.0
13.131,22.222,0.0,0.0,64.646,0.0,0.0,40960.0,0.0,977.0,0.0,0.680,0.720,0.670,117358592.0,12660736.0,229810176.0,1400037376.0,38262661.0,2522856.0,2.0,0.0,0.0,20-11 14:22:01,1179.0,233.0,5.0,386.0,0.0,3.0,0.0
14.851,17.822,0.990,0.0,66.337,0.0,0.0,0.0,0.0,917.0,0.0,0.680,0.720,0.670,117719040.0,12660736.0,229810176.0,1399676928.0,38421596.0,2533438.0,2.0,0.0,0.0,20-11 14:22:02,1113.0,223.0,5.0,386.0,0.0,3.0,0.0
13.861,20.792,0.0,0.0,65.347,0.0,0.0,0.0,0.0,996.0,0.0,0.680,0.720,0.670,117456896.0,12660736.0,229810176.0,1399939072.0,38649861.0,2555860.0,1.0,0.0,0.0,20-11 14:22:03,1200.0,226.0,5.0,386.0,0.0,3.0,0.0
13.265,20.408,0.0,0.0,66.327,0.0,0.0,0.0,0.0,970.0,0.0,0.680,0.720,0.670,117489664.0,12660736.0,229810176.0,1399906304.0,38075508.0,2503394.0,2.0,0.0,0.0,20-11 14:22:04,1165.0,200.0,5.0,386.0,0.0,3.0,0.0
