"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms6",,,,"User:","nikolijo"
"Cmdline:","dstat -c -d -i -l -m -n -p -t -y --tcp --output dstat_memcached1_cpt8_rep2_r.csv",,,,"Date:","20 Nov 2017 14:38:26 UTC"

"total cpu usage",,,,,,"dsk/total",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"system","system",,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","4","7","12","1m","5m","15m","used","buff","cach","free","recv","send","run","blk","new","time","int","csw","lis","act","syn","tim","clo"
9.338,13.444,50.975,1.430,24.814,0.0,35344.482,8256538.011,0.192,1423.381,0.031,0.230,0.180,0.350,116514816.0,13856768.0,229842944.0,1399652352.0,0.0,0.0,0.0,0.0,2.895,20-11 14:38:26,1670.248,1660.799,5.0,18.0,0.0,2.0,0.0
2.0,6.0,87.0,0.0,5.0,0.0,0.0,0.0,0.0,1451.0,0.0,0.230,0.180,0.350,116518912.0,13856768.0,229842944.0,1399648256.0,967260.0,12873680.0,0.0,0.0,0.0,20-11 14:38:27,1719.0,1830.0,5.0,50.0,0.0,2.0,0.0
2.0,6.0,88.0,0.0,4.0,0.0,0.0,0.0,0.0,1383.0,0.0,0.230,0.180,0.350,116482048.0,13856768.0,229842944.0,1399685120.0,933124.0,12500208.0,0.0,0.0,0.0,20-11 14:38:28,1651.0,1763.0,5.0,50.0,0.0,2.0,0.0
2.0,5.0,89.0,0.0,4.0,0.0,0.0,0.0,0.0,1349.0,0.0,0.230,0.180,0.350,116514816.0,13856768.0,229842944.0,1399652352.0,933262.0,12500346.0,0.0,0.0,0.0,20-11 14:38:29,1617.0,1680.0,5.0,50.0,0.0,2.0,0.0
3.0,5.0,88.0,0.0,4.0,0.0,0.0,0.0,0.0,1522.0,0.0,0.230,0.180,0.350,116514816.0,13856768.0,229842944.0,1399652352.0,933204.0,12499248.0,0.0,0.0,0.0,20-11 14:38:30,1790.0,1813.0,5.0,50.0,0.0,2.0,0.0
2.0,5.0,85.0,4.0,4.0,0.0,0.0,32768.0,0.0,1566.0,0.0,0.210,0.170,0.340,116514816.0,13864960.0,229834752.0,1399652352.0,933213.0,12500297.0,0.0,0.0,0.0,20-11 14:38:31,1835.0,1976.0,5.0,50.0,0.0,2.0,0.0
2.0,6.0,88.0,0.0,4.0,0.0,0.0,0.0,0.0,1381.0,0.0,0.210,0.170,0.340,116473856.0,13864960.0,229842944.0,1399685120.0,932870.0,12499954.0,0.0,0.0,0.0,20-11 14:38:32,1649.0,1797.0,5.0,50.0,0.0,2.0,0.0
1.980,4.950,89.109,0.0,3.960,0.0,0.0,0.0,0.0,1346.0,0.0,0.210,0.170,0.340,116473856.0,13864960.0,229842944.0,1399685120.0,933170.0,12500254.0,0.0,0.0,0.0,20-11 14:38:33,1612.0,1754.0,5.0,50.0,0.0,2.0,0.0
2.020,5.051,88.889,0.0,4.040,0.0,0.0,0.0,0.0,1366.0,0.0,0.210,0.170,0.340,116473856.0,13864960.0,229842944.0,1399685120.0,933179.0,12500263.0,0.0,0.0,0.0,20-11 14:38:34,1634.0,1829.0,5.0,50.0,0.0,2.0,0.0
2.0,5.0,89.0,0.0,4.0,0.0,0.0,0.0,0.0,1368.0,0.0,0.210,0.170,0.340,116473856.0,13864960.0,229842944.0,1399685120.0,933498.0,12499162.0,0.0,0.0,0.0,20-11 14:38:35,1638.0,1767.0,5.0,50.0,0.0,3.0,0.0
1.980,5.941,87.129,0.0,4.950,0.0,0.0,0.0,0.0,1369.0,0.0,0.190,0.170,0.340,116506624.0,13864960.0,229842944.0,1399652352.0,933110.0,12500194.0,0.0,0.0,0.0,20-11 14:38:36,1635.0,1822.0,5.0,50.0,0.0,3.0,0.0
2.020,6.061,84.848,3.030,4.040,0.0,0.0,12288.0,0.0,1224.0,0.0,0.190,0.170,0.340,116473856.0,13873152.0,229834752.0,1399685120.0,933108.0,12500192.0,0.0,0.0,0.0,20-11 14:38:37,1491.0,1667.0,5.0,50.0,0.0,3.0,0.0
2.020,5.051,88.889,0.0,4.040,0.0,0.0,0.0,0.0,1448.0,0.0,0.190,0.170,0.340,116465664.0,13873152.0,229842944.0,1399685120.0,962485.0,12891489.0,0.0,0.0,0.0,20-11 14:38:38,1716.0,1924.0,5.0,50.0,0.0,3.0,0.0
2.0,5.0,89.0,0.0,4.0,0.0,0.0,0.0,0.0,1438.0,0.0,0.190,0.170,0.340,116498432.0,13873152.0,229842944.0,1399652352.0,933173.0,12500257.0,0.0,0.0,0.0,20-11 14:38:39,1705.0,1942.0,5.0,50.0,0.0,3.0,0.0
1.980,5.941,88.119,0.0,3.960,0.0,0.0,0.0,0.0,1460.0,0.0,0.190,0.170,0.340,116498432.0,13873152.0,229842944.0,1399652352.0,933038.0,12499020.0,0.0,0.0,0.0,20-11 14:38:40,1729.0,1988.0,5.0,50.0,1.0,2.0,0.0
3.030,5.051,85.859,0.0,6.061,0.0,0.0,0.0,0.0,1337.0,0.0,0.180,0.170,0.340,116985856.0,13873152.0,229847040.0,1399160832.0,933782.0,12500559.0,0.0,0.0,2.0,20-11 14:38:41,1609.0,1845.0,5.0,51.0,0.0,2.0,0.0
2.970,5.941,86.139,0.0,4.950,0.0,0.0,0.0,0.0,1432.0,0.0,0.180,0.170,0.340,117489664.0,13873152.0,229851136.0,1398652928.0,933386.0,12499630.0,0.0,0.0,0.0,20-11 14:38:42,1701.0,1942.0,5.0,51.0,0.0,2.0,0.0
2.0,5.0,84.0,5.0,4.0,0.0,0.0,16384.0,0.0,1323.0,0.0,0.180,0.170,0.340,116490240.0,13881344.0,229842944.0,1399652352.0,933846.0,12499794.0,0.0,0.0,0.0,20-11 14:38:43,1594.0,1807.0,5.0,50.0,0.0,3.0,0.0
2.0,6.0,88.0,0.0,4.0,0.0,0.0,0.0,0.0,1353.0,0.0,0.180,0.170,0.340,116449280.0,13881344.0,229851136.0,1399685120.0,933047.0,12501171.0,0.0,0.0,0.0,20-11 14:38:44,1621.0,1835.0,5.0,50.0,0.0,3.0,0.0
2.020,5.051,86.869,0.0,6.061,0.0,0.0,0.0,0.0,1313.0,0.0,0.180,0.170,0.340,116449280.0,13881344.0,229851136.0,1399685120.0,932964.0,12499008.0,0.0,0.0,0.0,20-11 14:38:45,1581.0,1731.0,5.0,50.0,0.0,3.0,0.0
1.980,5.941,88.119,0.0,3.960,0.0,0.0,0.0,0.0,1401.0,0.0,0.160,0.160,0.340,116482048.0,13881344.0,229851136.0,1399652352.0,933178.0,12500262.0,0.0,0.0,0.0,20-11 14:38:46,1669.0,1886.0,5.0,50.0,0.0,3.0,0.0
2.020,5.051,88.889,0.0,4.040,0.0,0.0,0.0,0.0,1276.0,0.0,0.160,0.160,0.340,116449280.0,13881344.0,229851136.0,1399685120.0,932928.0,12500012.0,0.0,0.0,0.0,20-11 14:38:47,1545.0,1736.0,5.0,50.0,0.0,3.0,0.0
2.0,5.0,89.0,0.0,4.0,0.0,0.0,0.0,0.0,1329.0,0.0,0.160,0.160,0.340,116449280.0,13881344.0,229851136.0,1399685120.0,933216.0,12500300.0,0.0,0.0,0.0,20-11 14:38:48,1597.0,1794.0,5.0,50.0,0.0,3.0,0.0
1.980,5.941,86.139,1.980,3.960,0.0,0.0,16384.0,0.0,1415.0,0.0,0.160,0.160,0.340,116441088.0,13889536.0,229851136.0,1399685120.0,933373.0,12500457.0,0.0,0.0,0.0,20-11 14:38:49,1683.0,1901.0,5.0,50.0,0.0,3.0,0.0
2.0,5.0,89.0,0.0,4.0,0.0,0.0,0.0,0.0,1322.0,0.0,0.160,0.160,0.340,116441088.0,13889536.0,229851136.0,1399685120.0,932858.0,12499942.0,0.0,0.0,0.0,20-11 14:38:50,1591.0,1780.0,5.0,50.0,0.0,3.0,0.0
2.0,5.0,89.0,0.0,4.0,0.0,0.0,0.0,0.0,1286.0,0.0,0.150,0.160,0.340,116441088.0,13889536.0,229851136.0,1399685120.0,933178.0,12500262.0,0.0,0.0,0.0,20-11 14:38:51,1553.0,1817.0,5.0,50.0,0.0,3.0,0.0
2.0,5.0,88.0,0.0,5.0,0.0,0.0,0.0,0.0,1370.0,0.0,0.150,0.160,0.340,116473856.0,13889536.0,229851136.0,1399652352.0,932933.0,12500017.0,0.0,0.0,0.0,20-11 14:38:52,1639.0,1873.0,5.0,50.0,0.0,3.0,0.0
2.020,5.051,88.889,0.0,4.040,0.0,0.0,0.0,0.0,1436.0,0.0,0.150,0.160,0.340,116473856.0,13889536.0,229851136.0,1399652352.0,933026.0,12499070.0,0.0,0.0,0.0,20-11 14:38:53,1706.0,1973.0,5.0,50.0,0.0,3.0,0.0
2.0,5.0,86.0,3.0,4.0,0.0,0.0,49152.0,0.0,1827.0,0.0,0.150,0.160,0.340,116441088.0,13897728.0,229842944.0,1399685120.0,933174.0,12500258.0,0.0,0.0,0.0,20-11 14:38:54,2094.0,2249.0,5.0,50.0,0.0,3.0,0.0
1.980,4.950,89.109,0.0,3.960,0.0,0.0,0.0,0.0,1798.0,0.0,0.150,0.160,0.340,116432896.0,13897728.0,229851136.0,1399685120.0,933331.0,12500415.0,0.0,0.0,0.0,20-11 14:38:55,2066.0,2136.0,5.0,50.0,0.0,3.0,0.0
2.0,5.0,88.0,0.0,5.0,0.0,0.0,0.0,0.0,1646.0,0.0,0.140,0.160,0.330,116465664.0,13897728.0,229851136.0,1399652352.0,932955.0,12500039.0,0.0,0.0,0.0,20-11 14:38:56,1913.0,2046.0,5.0,50.0,0.0,3.0,0.0
2.0,6.0,87.0,0.0,5.0,0.0,0.0,0.0,0.0,1355.0,0.0,0.140,0.160,0.330,116432896.0,13897728.0,229851136.0,1399685120.0,947644.0,12694648.0,0.0,0.0,0.0,20-11 14:38:57,1624.0,1829.0,5.0,50.0,0.0,3.0,0.0
2.0,5.0,89.0,0.0,4.0,0.0,0.0,0.0,0.0,1278.0,0.0,0.140,0.160,0.330,116432896.0,13897728.0,229851136.0,1399685120.0,947810.0,12695854.0,0.0,0.0,0.0,20-11 14:38:58,1546.0,1749.0,5.0,50.0,0.0,3.0,0.0
2.970,5.941,86.139,0.0,4.950,0.0,0.0,16384.0,0.0,1318.0,0.0,0.140,0.160,0.330,116432896.0,13897728.0,229851136.0,1399685120.0,932897.0,12498941.0,0.0,0.0,0.0,20-11 14:38:59,1590.0,1744.0,5.0,50.0,0.0,3.0,0.0
2.020,5.051,85.859,3.030,4.040,0.0,0.0,32768.0,0.0,1321.0,0.0,0.140,0.160,0.330,116432896.0,13905920.0,229842944.0,1399685120.0,933388.0,12500092.0,0.0,0.0,0.0,20-11 14:39:00,1587.0,1704.0,5.0,50.0,0.0,4.0,0.0
2.0,5.0,89.0,0.0,4.0,0.0,0.0,0.0,0.0,1436.0,0.0,0.130,0.160,0.330,116424704.0,13905920.0,229851136.0,1399685120.0,933361.0,12500445.0,0.0,0.0,0.0,20-11 14:39:01,1705.0,1861.0,5.0,50.0,0.0,4.0,0.0
2.0,5.0,89.0,0.0,4.0,0.0,0.0,0.0,0.0,1363.0,0.0,0.130,0.160,0.330,116457472.0,13905920.0,229851136.0,1399652352.0,933120.0,12500204.0,0.0,0.0,0.0,20-11 14:39:02,1632.0,1843.0,5.0,50.0,0.0,4.0,0.0
2.0,5.0,89.0,0.0,4.0,0.0,0.0,0.0,0.0,1382.0,0.0,0.130,0.160,0.330,116424704.0,13905920.0,229851136.0,1399685120.0,933114.0,12500198.0,0.0,0.0,0.0,20-11 14:39:03,1649.0,1814.0,5.0,50.0,0.0,4.0,0.0
2.0,5.0,89.0,0.0,4.0,0.0,0.0,0.0,0.0,1306.0,0.0,0.130,0.160,0.330,116420608.0,13905920.0,229855232.0,1399685120.0,932989.0,12499033.0,0.0,0.0,0.0,20-11 14:39:04,1574.0,1764.0,5.0,50.0,0.0,4.0,0.0
2.0,6.0,88.0,0.0,4.0,0.0,0.0,0.0,0.0,1356.0,0.0,0.130,0.160,0.330,116453376.0,13905920.0,229855232.0,1399652352.0,933169.0,12500253.0,0.0,0.0,0.0,20-11 14:39:05,1624.0,1770.0,5.0,50.0,0.0,4.0,0.0
2.020,5.051,84.848,4.040,4.040,0.0,0.0,12288.0,0.0,1416.0,0.0,0.120,0.150,0.330,116453376.0,13914112.0,229847040.0,1399652352.0,933214.0,12500298.0,0.0,0.0,0.0,20-11 14:39:06,1685.0,1911.0,5.0,50.0,0.0,4.0,0.0
2.970,4.950,88.119,0.0,3.960,0.0,0.0,0.0,0.0,1393.0,0.0,0.120,0.150,0.330,116412416.0,13914112.0,229855232.0,1399685120.0,933070.0,12500154.0,0.0,0.0,0.0,20-11 14:39:07,1660.0,1897.0,5.0,50.0,0.0,4.0,0.0
2.020,5.051,88.889,0.0,4.040,0.0,0.0,0.0,0.0,1289.0,0.0,0.120,0.150,0.330,116412416.0,13914112.0,229855232.0,1399685120.0,933036.0,12500120.0,0.0,0.0,0.0,20-11 14:39:08,1559.0,1740.0,5.0,50.0,0.0,4.0,0.0
2.0,5.0,89.0,0.0,4.0,0.0,0.0,0.0,0.0,1303.0,0.0,0.120,0.150,0.330,116445184.0,13914112.0,229855232.0,1399652352.0,947684.0,12694688.0,0.0,0.0,0.0,20-11 14:39:09,1572.0,1725.0,5.0,50.0,0.0,4.0,0.0
1.980,5.941,88.119,0.0,3.960,0.0,0.0,0.0,0.0,1402.0,0.0,0.120,0.150,0.330,116412416.0,13914112.0,229855232.0,1399685120.0,933263.0,12500347.0,0.0,0.0,0.0,20-11 14:39:10,1672.0,1858.0,5.0,50.0,0.0,3.0,0.0
2.020,5.051,88.889,0.0,4.040,0.0,0.0,0.0,0.0,1290.0,0.0,0.110,0.150,0.330,116412416.0,13914112.0,229855232.0,1399685120.0,932941.0,12500025.0,0.0,0.0,0.0,20-11 14:39:11,1557.0,1677.0,5.0,50.0,0.0,3.0,0.0
1.980,5.941,85.149,1.980,4.950,0.0,0.0,12288.0,0.0,1301.0,0.0,0.110,0.150,0.330,116412416.0,13922304.0,229847040.0,1399685120.0,933323.0,12500407.0,0.0,0.0,0.0,20-11 14:39:12,1570.0,1778.0,5.0,50.0,0.0,3.0,0.0
2.020,5.051,89.899,0.0,3.030,0.0,0.0,0.0,0.0,1353.0,0.0,0.110,0.150,0.330,116404224.0,13922304.0,229855232.0,1399685120.0,933055.0,12499099.0,0.0,0.0,0.0,20-11 14:39:13,1620.0,1780.0,5.0,50.0,0.0,3.0,0.0
1.980,5.941,87.129,0.0,4.950,0.0,0.0,0.0,0.0,1283.0,0.0,0.110,0.150,0.330,116404224.0,13922304.0,229855232.0,1399685120.0,932941.0,12500025.0,0.0,0.0,0.0,20-11 14:39:14,1553.0,1694.0,5.0,50.0,0.0,3.0,0.0
3.0,5.0,88.0,0.0,4.0,0.0,0.0,0.0,0.0,1292.0,0.0,0.110,0.150,0.330,116436992.0,13922304.0,229855232.0,1399652352.0,933003.0,12500087.0,0.0,0.0,0.0,20-11 14:39:15,1558.0,1684.0,5.0,50.0,0.0,3.0,0.0
2.0,5.0,89.0,0.0,4.0,0.0,0.0,0.0,0.0,1505.0,0.0,0.100,0.150,0.330,116436992.0,13922304.0,229855232.0,1399652352.0,933216.0,12500294.0,0.0,0.0,0.0,20-11 14:39:16,1776.0,2023.0,5.0,50.0,0.0,3.0,0.0
2.0,6.0,87.0,0.0,5.0,0.0,0.0,0.0,0.0,1434.0,0.0,0.100,0.150,0.330,116404224.0,13922304.0,229855232.0,1399685120.0,933307.0,12500391.0,0.0,0.0,0.0,20-11 14:39:17,1703.0,1879.0,5.0,50.0,0.0,3.0,0.0
2.020,5.051,87.879,1.010,4.040,0.0,0.0,12288.0,0.0,1501.0,0.0,0.100,0.150,0.330,116436992.0,13930496.0,229847040.0,1399652352.0,933010.0,12500094.0,0.0,0.0,0.0,20-11 14:39:18,1767.0,1991.0,5.0,50.0,0.0,3.0,0.0
2.020,6.061,87.879,0.0,4.040,0.0,0.0,0.0,0.0,1343.0,0.0,0.100,0.150,0.330,116428800.0,13930496.0,229855232.0,1399652352.0,933137.0,12500221.0,0.0,0.0,0.0,20-11 14:39:19,1611.0,1776.0,5.0,50.0,0.0,3.0,0.0
1.980,5.941,87.129,0.0,4.950,0.0,0.0,0.0,0.0,1411.0,0.0,0.100,0.150,0.330,116396032.0,13930496.0,229855232.0,1399685120.0,947643.0,12695687.0,0.0,0.0,0.0,20-11 14:39:20,1680.0,1842.0,5.0,50.0,0.0,3.0,0.0
3.0,5.0,87.0,0.0,5.0,0.0,0.0,0.0,0.0,1625.0,0.0,0.090,0.150,0.330,116396032.0,13930496.0,229855232.0,1399685120.0,933082.0,12499126.0,0.0,0.0,0.0,20-11 14:39:21,1892.0,2006.0,5.0,50.0,0.0,3.0,0.0
1.980,5.941,88.119,0.0,3.960,0.0,0.0,0.0,0.0,1454.0,0.0,0.090,0.150,0.330,116396032.0,13930496.0,229855232.0,1399685120.0,933038.0,12501162.0,0.0,0.0,0.0,20-11 14:39:22,1724.0,1841.0,5.0,50.0,0.0,3.0,0.0
2.0,5.0,88.0,0.0,5.0,0.0,0.0,0.0,0.0,1305.0,0.0,0.090,0.150,0.330,116396032.0,13930496.0,229855232.0,1399685120.0,933395.0,12500503.0,1.0,0.0,0.0,20-11 14:39:23,1577.0,1766.0,5.0,50.0,0.0,3.0,0.0
2.0,5.0,86.0,3.0,4.0,0.0,0.0,12288.0,0.0,1428.0,0.0,0.090,0.150,0.330,116391936.0,13938688.0,229851136.0,1399685120.0,932840.0,12499052.0,0.0,0.0,0.0,20-11 14:39:24,1695.0,1868.0,5.0,50.0,0.0,3.0,0.0
2.020,5.051,88.889,0.0,4.040,0.0,0.0,0.0,0.0,1426.0,0.0,0.090,0.150,0.330,116383744.0,13938688.0,229859328.0,1399685120.0,933270.0,12499974.0,0.0,0.0,0.0,20-11 14:39:25,1693.0,1908.0,5.0,50.0,0.0,4.0,0.0
1.980,5.941,87.129,0.0,4.950,0.0,0.0,0.0,0.0,1420.0,0.0,0.160,0.160,0.330,116383744.0,13938688.0,229859328.0,1399685120.0,933195.0,12500279.0,0.0,0.0,0.0,20-11 14:39:26,1688.0,1962.0,5.0,50.0,0.0,4.0,0.0
2.020,5.051,88.889,0.0,4.040,0.0,0.0,0.0,0.0,1398.0,0.0,0.160,0.160,0.330,116383744.0,13938688.0,229859328.0,1399685120.0,933038.0,12500122.0,0.0,0.0,0.0,20-11 14:39:27,1669.0,1800.0,5.0,50.0,0.0,4.0,0.0
1.980,5.941,88.119,0.0,3.960,0.0,0.0,0.0,0.0,1380.0,0.0,0.160,0.160,0.330,116416512.0,13938688.0,229859328.0,1399652352.0,932944.0,12498988.0,0.0,0.0,0.0,20-11 14:39:28,1648.0,1772.0,5.0,50.0,0.0,4.0,0.0
2.0,5.0,89.0,0.0,4.0,0.0,0.0,20480.0,0.0,1334.0,0.0,0.160,0.160,0.330,116416512.0,13938688.0,229859328.0,1399652352.0,932934.0,12500018.0,0.0,0.0,0.0,20-11 14:39:29,1600.0,1765.0,5.0,50.0,0.0,4.0,0.0
3.030,5.051,85.859,2.020,4.040,0.0,0.0,12288.0,0.0,1294.0,0.0,0.160,0.160,0.330,116383744.0,13946880.0,229851136.0,1399685120.0,933068.0,12500152.0,0.0,0.0,0.0,20-11 14:39:30,1565.0,1674.0,5.0,50.0,0.0,4.0,0.0
1.980,5.941,88.119,0.0,3.960,0.0,0.0,0.0,0.0,1436.0,0.0,0.230,0.170,0.330,116375552.0,13946880.0,229859328.0,1399685120.0,933016.0,12500100.0,0.0,0.0,0.0,20-11 14:39:31,1703.0,1851.0,5.0,50.0,0.0,4.0,0.0
