"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms3",,,,"User:","nikolijo"
"Cmdline:","dstat -c -d -i -l -m -n -p -t -y --tcp --output dstat_memtier3_cpt52_rep1_w.csv",,,,"Date:","20 Nov 2017 14:11:36 UTC"

"total cpu usage",,,,,,"dsk/total",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"system","system",,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","4","7","12","1m","5m","15m","used","buff","cach","free","recv","send","run","blk","new","time","int","csw","lis","act","syn","tim","clo"
6.137,8.240,80.211,1.339,4.073,0.0,53596.797,18686549.691,0.198,1289.152,0.047,0.210,0.370,0.400,112029696.0,12914688.0,230084608.0,3254558720.0,0.0,0.0,0.000,0.0,4.446,20-11 14:11:36,2374.312,2928.428,3.0,106.0,0.0,86.0,0.0
5.446,7.921,83.663,0.0,2.970,0.0,0.0,12288.0,0.0,1187.0,0.0,0.210,0.370,0.400,112607232.0,12914688.0,230088704.0,3253977088.0,928914.0,14106318.0,1.0,0.0,0.0,20-11 14:11:37,2097.0,2246.0,3.0,106.0,0.0,86.0,0.0
5.051,7.576,83.838,0.0,3.535,0.0,0.0,0.0,0.0,1240.0,0.0,0.200,0.360,0.400,112709632.0,12914688.0,230088704.0,3253874688.0,977590.0,14825529.0,1.0,0.0,0.0,20-11 14:11:38,2209.0,2298.0,3.0,106.0,0.0,86.0,0.0
5.970,9.950,79.602,0.0,4.478,0.0,0.0,0.0,0.0,1210.0,0.0,0.200,0.360,0.400,112799744.0,12914688.0,230088704.0,3253784576.0,975452.0,14793994.0,1.0,0.0,0.0,20-11 14:11:39,2060.0,2115.0,3.0,106.0,0.0,86.0,0.0
5.500,7.0,83.500,1.0,3.0,0.0,0.0,49152.0,0.0,1210.0,0.0,0.200,0.360,0.400,112926720.0,12922880.0,230088704.0,3253649408.0,1028214.0,15540433.0,3.0,0.0,0.0,20-11 14:11:40,2121.0,2219.0,3.0,106.0,0.0,86.0,0.0
5.528,7.538,83.920,0.0,3.015,0.0,0.0,0.0,0.0,1287.0,0.0,0.200,0.360,0.400,112922624.0,12922880.0,230088704.0,3253653504.0,980040.0,14916726.0,1.0,0.0,0.0,20-11 14:11:41,2190.0,2258.0,3.0,106.0,0.0,86.0,0.0
5.473,6.468,84.577,0.0,3.483,0.0,0.0,45056.0,0.0,1307.0,0.0,0.200,0.360,0.400,112951296.0,12922880.0,230088704.0,3253624832.0,993812.0,15051922.0,2.0,0.0,0.0,20-11 14:11:42,2167.0,2007.0,3.0,106.0,0.0,86.0,0.0
5.025,7.538,84.422,0.0,3.015,0.0,0.0,0.0,0.0,1188.0,0.0,0.260,0.370,0.400,112922624.0,12922880.0,230088704.0,3253653504.0,1003268.0,15236117.0,1.0,0.0,0.0,20-11 14:11:43,1993.0,1860.0,3.0,106.0,0.0,86.0,0.0
5.970,7.463,83.085,0.0,3.483,0.0,0.0,0.0,0.0,1228.0,0.0,0.260,0.370,0.400,112889856.0,12922880.0,230088704.0,3253686272.0,1004460.0,15225378.0,2.0,0.0,0.0,20-11 14:11:44,2052.0,1910.0,3.0,106.0,0.0,86.0,0.0
5.500,6.500,84.500,0.0,3.500,0.0,0.0,0.0,0.0,1109.0,0.0,0.260,0.370,0.400,113033216.0,12922880.0,230088704.0,3253542912.0,1013118.0,15370613.0,1.0,0.0,0.0,20-11 14:11:45,1913.0,1864.0,3.0,106.0,0.0,86.0,0.0
5.051,7.071,82.828,1.515,3.535,0.0,0.0,12288.0,0.0,1153.0,0.0,0.260,0.370,0.400,113147904.0,12931072.0,230080512.0,3253428224.0,998096.0,15137181.0,1.0,0.0,0.0,20-11 14:11:46,1944.0,1853.0,3.0,106.0,0.0,86.0,0.0
5.446,7.426,82.673,0.0,4.455,0.0,0.0,0.0,0.0,1138.0,0.0,0.260,0.370,0.400,112975872.0,12931072.0,230088704.0,3253592064.0,1028444.0,15598382.0,1.0,0.0,0.0,20-11 14:11:47,1964.0,1962.0,3.0,106.0,0.0,86.0,0.0
