"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms6",,,,"User:","nikolijo"
"Cmdline:","dstat -c -d -i -l -m -n -p -t -y --tcp --output dstat_memcached1_cpt1_rep1_w.csv",,,,"Date:","20 Nov 2017 13:17:34 UTC"

"total cpu usage",,,,,,"dsk/total",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"system","system",,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","4","7","12","1m","5m","15m","used","buff","cach","free","recv","send","run","blk","new","time","int","csw","lis","act","syn","tim","clo"
4.036,10.304,69.059,13.802,2.799,0.0,403957.362,94380662.073,2.196,651.058,0.359,0.310,0.400,0.270,108343296.0,8523776.0,229543936.0,1413455872.0,0.0,0.0,0.002,0.0,4.093,20-11 13:17:34,923.900,977.567,5.0,8.0,0.0,2.0,0.0
2.970,4.950,87.129,0.0,4.950,0.0,0.0,0.0,0.0,3245.0,0.0,0.310,0.400,0.270,108322816.0,8523776.0,229572608.0,1413447680.0,5482908.0,361866.0,1.0,0.0,0.0,20-11 13:17:35,3513.0,4834.0,5.0,8.0,0.0,2.0,0.0
4.0,4.0,87.0,0.0,5.0,0.0,0.0,0.0,0.0,3646.0,0.0,0.310,0.400,0.270,108322816.0,8523776.0,229572608.0,1413447680.0,6083398.0,401276.0,1.0,0.0,0.0,20-11 13:17:36,3914.0,5348.0,5.0,8.0,0.0,2.0,0.0
3.0,5.0,88.0,0.0,4.0,0.0,0.0,32768.0,0.0,3113.0,0.0,0.310,0.400,0.270,108322816.0,8523776.0,229572608.0,1413447680.0,5454791.0,359910.0,1.0,0.0,0.0,20-11 13:17:37,3380.0,4743.0,5.0,8.0,0.0,2.0,0.0
3.0,4.0,86.0,2.0,5.0,0.0,0.0,32768.0,0.0,3877.0,0.0,0.310,0.400,0.270,108322816.0,8531968.0,229564416.0,1413447680.0,6138417.0,405124.0,2.0,0.0,0.0,20-11 13:17:38,4147.0,5623.0,5.0,8.0,0.0,2.0,0.0
3.0,5.0,88.0,0.0,4.0,0.0,0.0,0.0,0.0,3622.0,0.0,0.280,0.390,0.270,108314624.0,8531968.0,229572608.0,1413447680.0,5341571.0,352140.0,1.0,0.0,0.0,20-11 13:17:39,3890.0,4805.0,5.0,8.0,0.0,2.0,0.0
3.030,4.040,88.889,0.0,4.040,0.0,0.0,0.0,0.0,3575.0,0.0,0.280,0.390,0.270,108314624.0,8531968.0,229572608.0,1413447680.0,5827552.0,384626.0,1.0,0.0,0.0,20-11 13:17:40,3841.0,5227.0,5.0,8.0,0.0,2.0,0.0
3.960,4.950,86.139,0.0,4.950,0.0,0.0,0.0,0.0,3468.0,0.0,0.280,0.390,0.270,108314624.0,8531968.0,229572608.0,1413447680.0,6154106.0,406012.0,1.0,0.0,0.0,20-11 13:17:41,3738.0,5356.0,5.0,8.0,0.0,2.0,0.0
2.970,4.950,86.139,0.0,5.941,0.0,0.0,0.0,0.0,3276.0,0.0,0.280,0.390,0.270,108314624.0,8531968.0,229572608.0,1413447680.0,5931809.0,391508.0,1.0,0.0,0.0,20-11 13:17:42,3544.0,5063.0,5.0,8.0,0.0,2.0,0.0
3.030,4.040,88.889,0.0,4.040,0.0,0.0,0.0,0.0,3193.0,0.0,0.280,0.390,0.270,108314624.0,8531968.0,229572608.0,1413447680.0,5903889.0,389362.0,1.0,0.0,0.0,20-11 13:17:43,3459.0,4973.0,5.0,8.0,0.0,2.0,0.0
4.040,5.051,82.828,4.040,4.040,0.0,0.0,12288.0,0.0,3904.0,0.0,0.260,0.380,0.270,108441600.0,8540160.0,229564416.0,1413320704.0,6705228.0,442198.0,1.0,0.0,0.0,20-11 13:17:44,4174.0,5909.0,5.0,8.0,0.0,2.0,0.0
2.970,4.950,87.129,0.0,4.950,0.0,0.0,0.0,0.0,3439.0,0.0,0.260,0.380,0.270,108433408.0,8540160.0,229572608.0,1413320704.0,6243891.0,412080.0,1.0,0.0,0.0,20-11 13:17:45,3705.0,5373.0,5.0,8.0,0.0,2.0,0.0
4.0,5.0,87.0,0.0,4.0,0.0,0.0,0.0,0.0,3818.0,0.0,0.260,0.380,0.270,108433408.0,8540160.0,229572608.0,1413320704.0,6528934.0,430728.0,1.0,0.0,0.0,20-11 13:17:46,4088.0,5805.0,5.0,8.0,0.0,2.0,0.0
3.0,6.0,86.0,0.0,5.0,0.0,0.0,0.0,0.0,3648.0,0.0,0.260,0.380,0.270,108433408.0,8540160.0,229572608.0,1413320704.0,6246175.0,412228.0,1.0,0.0,0.0,20-11 13:17:47,3916.0,5538.0,5.0,8.0,0.0,2.0,0.0
4.0,5.0,86.0,0.0,5.0,0.0,0.0,0.0,0.0,3604.0,0.0,0.260,0.380,0.270,108433408.0,8540160.0,229572608.0,1413320704.0,6310316.0,416342.0,1.0,0.0,0.0,20-11 13:17:48,3872.0,5550.0,5.0,8.0,0.0,2.0,0.0
3.030,4.040,88.889,0.0,4.040,0.0,0.0,0.0,0.0,3333.0,0.0,0.240,0.380,0.270,108433408.0,8540160.0,229572608.0,1413320704.0,5778165.0,381296.0,1.0,0.0,0.0,20-11 13:17:49,3598.0,4886.0,5.0,8.0,0.0,2.0,0.0
3.960,4.950,83.168,2.970,4.950,0.0,0.0,8192.0,0.0,3390.0,0.0,0.240,0.380,0.270,108433408.0,8548352.0,229564416.0,1413320704.0,6229766.0,411921.0,1.0,1.0,0.0,20-11 13:17:50,3657.0,5524.0,5.0,8.0,0.0,3.0,0.0
4.040,5.051,85.859,0.0,5.051,0.0,0.0,4096.0,0.0,4159.0,0.0,0.240,0.380,0.270,108425216.0,8548352.0,229572608.0,1413320704.0,7171098.0,473352.0,1.0,0.0,0.0,20-11 13:17:51,4429.0,6592.0,5.0,8.0,0.0,3.0,0.0
3.030,5.051,87.879,0.0,4.040,0.0,0.0,0.0,0.0,3562.0,0.0,0.240,0.380,0.270,108421120.0,8548352.0,229576704.0,1413320704.0,6471809.0,426732.0,1.0,0.0,0.0,20-11 13:17:52,3830.0,5648.0,5.0,8.0,0.0,3.0,0.0
2.970,4.950,88.119,0.0,3.960,0.0,0.0,0.0,0.0,3122.0,0.0,0.240,0.380,0.270,108421120.0,8548352.0,229576704.0,1413320704.0,5826477.0,384478.0,1.0,0.0,0.0,20-11 13:17:53,3387.0,4966.0,5.0,8.0,0.0,3.0,0.0
3.960,4.950,86.139,0.0,4.950,0.0,0.0,0.0,0.0,3651.0,0.0,0.220,0.370,0.270,108421120.0,8548352.0,229576704.0,1413320704.0,6555972.0,432504.0,1.0,0.0,0.0,20-11 13:17:54,3916.0,5901.0,5.0,8.0,0.0,3.0,0.0
3.030,5.051,86.869,0.0,5.051,0.0,0.0,0.0,0.0,3800.0,0.0,0.220,0.370,0.270,108421120.0,8548352.0,229576704.0,1413320704.0,6663724.0,439608.0,2.0,0.0,0.0,20-11 13:17:55,4068.0,6047.0,5.0,8.0,0.0,2.0,0.0
4.040,5.051,85.859,0.0,5.051,0.0,0.0,0.0,0.0,3876.0,0.0,0.220,0.370,0.270,108421120.0,8548352.0,229576704.0,1413320704.0,7024033.0,463214.0,1.0,0.0,0.0,20-11 13:17:56,4144.0,6370.0,5.0,8.0,0.0,2.0,0.0
3.960,5.941,81.188,2.970,5.941,0.0,0.0,12288.0,0.0,4129.0,0.0,0.220,0.370,0.270,108412928.0,8556544.0,229576704.0,1413320704.0,7347221.0,484822.0,1.0,0.0,0.0,20-11 13:17:57,4396.0,6854.0,5.0,8.0,0.0,2.0,0.0
4.0,5.0,87.0,0.0,4.0,0.0,0.0,0.0,0.0,3217.0,0.0,0.220,0.370,0.270,108412928.0,8556544.0,229576704.0,1413320704.0,6386552.0,421182.0,2.0,0.0,0.0,20-11 13:17:58,3485.0,5460.0,5.0,8.0,0.0,2.0,0.0
3.960,5.941,85.149,0.0,4.950,0.0,0.0,0.0,0.0,3830.0,0.0,0.200,0.360,0.270,108445696.0,8556544.0,229576704.0,1413287936.0,7167716.0,472908.0,1.0,0.0,0.0,20-11 13:17:59,4096.0,6379.0,5.0,8.0,0.0,2.0,0.0
3.030,5.051,86.869,0.0,5.051,0.0,0.0,0.0,0.0,3582.0,0.0,0.200,0.360,0.270,108445696.0,8556544.0,229576704.0,1413287936.0,6856785.0,452558.0,1.0,0.0,0.0,20-11 13:18:00,3849.0,6041.0,5.0,8.0,0.0,2.0,0.0
4.0,6.0,83.0,0.0,7.0,0.0,0.0,0.0,0.0,4544.0,0.0,0.200,0.360,0.270,108412928.0,8556544.0,229576704.0,1413320704.0,7928566.0,522986.0,1.0,0.0,0.0,20-11 13:18:01,4811.0,7384.0,5.0,8.0,0.0,2.0,0.0
4.040,5.051,85.859,0.0,5.051,0.0,0.0,0.0,0.0,4137.0,0.0,0.200,0.360,0.270,108412928.0,8556544.0,229576704.0,1413320704.0,7530149.0,496514.0,1.0,0.0,0.0,20-11 13:18:02,4405.0,7006.0,5.0,8.0,0.0,2.0,0.0
4.902,5.882,77.451,5.882,5.882,0.0,0.0,12288.0,0.0,4333.0,0.0,0.200,0.360,0.270,108437504.0,8564736.0,229576704.0,1413287936.0,7625592.0,503174.0,2.0,0.0,0.0,20-11 13:18:03,4600.0,7041.0,5.0,8.0,0.0,2.0,0.0
3.061,5.102,87.755,0.0,4.082,0.0,0.0,0.0,0.0,3308.0,0.0,0.190,0.360,0.270,108437504.0,8564736.0,229576704.0,1413287936.0,6359498.0,419406.0,1.0,0.0,0.0,20-11 13:18:04,3575.0,5579.0,5.0,8.0,0.0,2.0,0.0
3.922,5.882,84.314,0.0,5.882,0.0,0.0,0.0,0.0,4535.0,0.0,0.190,0.360,0.270,108404736.0,8564736.0,229576704.0,1413320704.0,7802955.0,514940.0,1.0,0.0,0.0,20-11 13:18:05,4804.0,7067.0,5.0,8.0,0.0,2.0,0.0
4.040,5.051,84.848,0.0,6.061,0.0,0.0,0.0,0.0,4039.0,0.0,0.190,0.360,0.270,108437504.0,8564736.0,229576704.0,1413287936.0,7195770.0,474906.0,0.0,0.0,0.0,20-11 13:18:06,4309.0,6554.0,5.0,8.0,0.0,2.0,0.0
4.0,5.0,86.0,0.0,5.0,0.0,0.0,12288.0,0.0,3523.0,0.0,0.190,0.360,0.270,108437504.0,8564736.0,229576704.0,1413287936.0,6680494.0,440718.0,1.0,0.0,0.0,20-11 13:18:07,3788.0,5925.0,5.0,8.0,0.0,2.0,0.0
