"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms2",,,,"User:","nikolijo"
"Cmdline:","dstat -c -d -i -l -m -n -p -t -y --tcp --output dstat_memtier2_cpt14_rep3_r.csv",,,,"Date:","20 Nov 2017 14:46:42 UTC"

"total cpu usage",,,,,,"dsk/total",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"system","system",,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","4","7","12","1m","5m","15m","used","buff","cach","free","recv","send","run","blk","new","time","int","csw","lis","act","syn","tim","clo"
5.145,6.489,85.476,0.652,2.237,0.0,33232.233,11565299.953,0.151,813.063,0.029,0.320,0.270,0.300,121548800.0,15294464.0,230617088.0,3234516992.0,0.0,0.0,0.0,0.0,4.308,20-11 14:46:42,1761.175,1650.595,3.0,30.0,0.0,31.0,0.0
2.488,4.975,91.045,0.0,1.493,0.0,0.0,0.0,0.0,577.0,0.0,0.320,0.270,0.300,121704448.0,15294464.0,230621184.0,3234357248.0,2696555.0,202166.0,0.0,0.0,0.0,20-11 14:46:43,1538.0,1724.0,3.0,30.0,0.0,31.0,0.0
2.0,3.500,91.500,1.0,2.0,0.0,0.0,53248.0,0.0,531.0,0.0,0.320,0.270,0.300,121810944.0,15302656.0,230621184.0,3234242560.0,2374951.0,177821.0,0.0,0.0,0.0,20-11 14:46:44,1502.0,1687.0,3.0,30.0,0.0,30.0,0.0
2.0,4.0,93.0,0.0,1.0,0.0,0.0,0.0,0.0,347.0,0.0,0.290,0.260,0.290,121778176.0,15302656.0,230621184.0,3234275328.0,2110811.0,158084.0,0.0,0.0,0.0,20-11 14:46:45,1301.0,1566.0,3.0,30.0,0.0,30.0,0.0
2.0,4.0,92.500,0.0,1.500,0.0,0.0,0.0,0.0,414.0,0.0,0.290,0.260,0.290,121761792.0,15302656.0,230621184.0,3234291712.0,2201761.0,164794.0,0.0,0.0,0.0,20-11 14:46:46,1389.0,1628.0,3.0,30.0,0.0,30.0,0.0
2.0,4.0,92.500,0.0,1.500,0.0,0.0,0.0,0.0,395.0,0.0,0.290,0.260,0.290,121671680.0,15302656.0,230621184.0,3234381824.0,2164763.0,162108.0,0.0,0.0,0.0,20-11 14:46:47,1372.0,1597.0,3.0,30.0,0.0,30.0,0.0
1.990,3.980,92.537,0.0,1.493,0.0,0.0,0.0,0.0,371.0,0.0,0.290,0.260,0.290,121802752.0,15302656.0,230621184.0,3234250752.0,2198453.0,164613.0,0.0,0.0,0.0,20-11 14:46:48,1342.0,1628.0,3.0,30.0,0.0,30.0,0.0
2.010,3.518,92.965,0.0,1.508,0.0,0.0,0.0,0.0,384.0,0.0,0.290,0.260,0.290,121548800.0,15302656.0,230621184.0,3234504704.0,2210976.0,165688.0,0.0,0.0,0.0,20-11 14:46:49,1334.0,1580.0,3.0,30.0,0.0,30.0,0.0
1.990,3.980,90.547,1.990,1.493,0.0,0.0,12288.0,0.0,373.0,0.0,0.270,0.260,0.290,121778176.0,15310848.0,230612992.0,3234275328.0,2161323.0,161792.0,0.0,0.0,0.0,20-11 14:46:50,1329.0,1625.0,3.0,30.0,0.0,30.0,0.0
