"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms6",,,,"User:","nikolijo"
"Cmdline:","dstat -c -d -i -l -m -n -p -t -y --tcp --output dstat_memcached1_cpt23_rep2_r.csv",,,,"Date:","20 Nov 2017 14:57:04 UTC"

"total cpu usage",,,,,,"dsk/total",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"system","system",,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","4","7","12","1m","5m","15m","used","buff","cach","free","recv","send","run","blk","new","time","int","csw","lis","act","syn","tim","clo"
8.264,12.152,57.290,1.261,21.033,0.0,29205.624,6823095.128,0.159,1323.760,0.026,0.090,0.130,0.210,116932608.0,15216640.0,229879808.0,1397837824.0,0.0,0.0,0.000,0.0,2.863,20-11 14:57:04,1575.165,1556.504,5.0,94.0,0.0,2.0,0.0
3.030,6.061,83.838,0.0,7.071,0.0,0.0,8192.0,0.0,1034.0,0.0,0.080,0.130,0.210,116932608.0,15216640.0,229883904.0,1397833728.0,986600.0,12993571.0,1.0,0.0,0.0,20-11 14:57:05,1291.0,1174.0,5.0,140.0,0.0,2.0,0.0
2.0,5.0,89.0,0.0,4.0,0.0,0.0,0.0,0.0,1044.0,0.0,0.080,0.130,0.210,116965376.0,15216640.0,229883904.0,1397800960.0,934914.0,12537596.0,1.0,0.0,0.0,20-11 14:57:06,1315.0,1197.0,5.0,140.0,0.0,2.0,0.0
1.980,4.950,89.109,0.0,3.960,0.0,0.0,0.0,0.0,1066.0,0.0,0.080,0.130,0.210,116932608.0,15216640.0,229883904.0,1397833728.0,931025.0,12495454.0,1.0,0.0,0.0,20-11 14:57:07,1332.0,1198.0,5.0,140.0,0.0,2.0,0.0
2.020,5.051,88.889,0.0,4.040,0.0,0.0,0.0,0.0,1063.0,0.0,0.080,0.130,0.210,116932608.0,15216640.0,229883904.0,1397833728.0,932705.0,12538689.0,1.0,0.0,0.0,20-11 14:57:08,1333.0,1159.0,5.0,140.0,0.0,2.0,0.0
1.980,4.950,85.149,2.970,4.950,0.0,0.0,36864.0,0.0,1073.0,0.0,0.080,0.130,0.210,116932608.0,15224832.0,229875712.0,1397833728.0,935837.0,12504473.0,2.0,1.0,0.0,20-11 14:57:09,1339.0,1220.0,5.0,140.0,0.0,2.0,0.0
1.010,5.051,89.899,0.0,4.040,0.0,0.0,4096.0,0.0,1132.0,0.0,0.070,0.130,0.210,116924416.0,15224832.0,229883904.0,1397833728.0,933535.0,12457574.0,1.0,0.0,0.0,20-11 14:57:10,1404.0,1328.0,5.0,140.0,0.0,2.0,0.0
2.0,5.0,89.0,0.0,4.0,0.0,0.0,0.0,0.0,1081.0,0.0,0.070,0.130,0.210,116957184.0,15224832.0,229883904.0,1397800960.0,933078.0,12504824.0,2.0,0.0,0.0,20-11 14:57:11,1349.0,1211.0,5.0,140.0,0.0,2.0,0.0
2.020,5.051,89.899,0.0,3.030,0.0,0.0,0.0,0.0,995.0,0.0,0.070,0.130,0.210,116924416.0,15224832.0,229883904.0,1397833728.0,928547.0,12518570.0,1.0,0.0,0.0,20-11 14:57:12,1262.0,1117.0,5.0,140.0,0.0,2.0,0.0
2.0,5.0,89.0,0.0,4.0,0.0,0.0,0.0,0.0,1141.0,0.0,0.070,0.130,0.210,116924416.0,15224832.0,229883904.0,1397833728.0,936667.0,12514835.0,1.0,0.0,0.0,20-11 14:57:13,1409.0,1310.0,5.0,140.0,0.0,2.0,0.0
2.0,5.0,88.0,0.0,5.0,0.0,0.0,0.0,0.0,1040.0,0.0,0.070,0.130,0.210,116924416.0,15224832.0,229883904.0,1397833728.0,934864.0,12481245.0,2.0,0.0,0.0,20-11 14:57:14,1308.0,1198.0,5.0,140.0,0.0,2.0,0.0
2.0,5.0,88.0,1.0,4.0,0.0,0.0,8192.0,0.0,1238.0,0.0,0.070,0.120,0.210,116957184.0,15233024.0,229875712.0,1397800960.0,932265.0,12527165.0,1.0,1.0,0.0,20-11 14:57:15,1503.0,1417.0,5.0,140.0,0.0,2.0,0.0
2.0,5.0,88.0,0.0,5.0,0.0,0.0,4096.0,0.0,1163.0,0.0,0.070,0.120,0.210,116916224.0,15233024.0,229883904.0,1397833728.0,928832.0,12441919.0,1.0,0.0,0.0,20-11 14:57:16,1431.0,1312.0,5.0,140.0,0.0,2.0,0.0
2.0,5.0,90.0,0.0,3.0,0.0,0.0,0.0,0.0,1069.0,0.0,0.070,0.120,0.210,116916224.0,15233024.0,229883904.0,1397833728.0,937866.0,12509575.0,1.0,0.0,0.0,20-11 14:57:17,1341.0,1222.0,5.0,140.0,0.0,2.0,0.0
2.0,5.0,89.0,0.0,4.0,0.0,0.0,0.0,0.0,1366.0,0.0,0.070,0.120,0.210,116948992.0,15233024.0,229883904.0,1397800960.0,933349.0,12546432.0,1.0,0.0,0.0,20-11 14:57:18,1632.0,1282.0,5.0,140.0,0.0,2.0,0.0
2.0,5.0,89.0,0.0,4.0,0.0,0.0,0.0,0.0,1267.0,0.0,0.070,0.120,0.210,116916224.0,15233024.0,229883904.0,1397833728.0,950622.0,12652005.0,2.0,0.0,0.0,20-11 14:57:19,1535.0,1443.0,5.0,140.0,0.0,2.0,0.0
2.970,5.941,86.139,0.0,4.950,0.0,0.0,36864.0,0.0,1155.0,0.0,0.140,0.140,0.210,116981760.0,15233024.0,229883904.0,1397768192.0,943658.0,12640967.0,1.0,0.0,0.0,20-11 14:57:20,1422.0,1283.0,5.0,140.0,0.0,2.0,0.0
2.0,5.0,87.0,1.0,5.0,0.0,0.0,8192.0,0.0,1037.0,0.0,0.140,0.140,0.210,116916224.0,15241216.0,229875712.0,1397833728.0,934780.0,12591309.0,1.0,1.0,0.0,20-11 14:57:21,1304.0,1134.0,5.0,140.0,0.0,2.0,0.0
2.020,5.051,87.879,1.010,4.040,0.0,0.0,4096.0,0.0,1045.0,0.0,0.140,0.140,0.210,116903936.0,15241216.0,229888000.0,1397833728.0,933160.0,12500084.0,1.0,0.0,0.0,20-11 14:57:22,1314.0,1221.0,5.0,140.0,0.0,2.0,0.0
2.020,5.051,88.889,0.0,4.040,0.0,0.0,0.0,0.0,1006.0,0.0,0.140,0.140,0.210,116903936.0,15241216.0,229888000.0,1397833728.0,932136.0,12501964.0,1.0,0.0,0.0,20-11 14:57:23,1274.0,1125.0,5.0,140.0,0.0,2.0,0.0
1.980,5.941,88.119,0.0,3.960,0.0,0.0,0.0,0.0,1203.0,0.0,0.140,0.140,0.210,116969472.0,15241216.0,229888000.0,1397768192.0,933377.0,12466342.0,1.0,0.0,0.0,20-11 14:57:24,1474.0,1345.0,5.0,140.0,0.0,2.0,0.0
2.0,6.0,87.0,0.0,5.0,0.0,0.0,0.0,0.0,1204.0,0.0,0.130,0.140,0.210,116903936.0,15241216.0,229888000.0,1397833728.0,932281.0,12532483.0,1.0,0.0,0.0,20-11 14:57:25,1473.0,1307.0,5.0,140.0,0.0,3.0,0.0
2.0,5.0,88.0,0.0,5.0,0.0,0.0,0.0,0.0,1062.0,0.0,0.130,0.140,0.210,116903936.0,15241216.0,229888000.0,1397833728.0,935337.0,12459866.0,1.0,0.0,0.0,20-11 14:57:26,1331.0,1245.0,5.0,140.0,0.0,3.0,0.0
3.0,6.0,85.0,0.0,6.0,0.0,0.0,0.0,0.0,1018.0,0.0,0.130,0.140,0.210,116903936.0,15241216.0,229888000.0,1397833728.0,930950.0,12511370.0,1.0,0.0,0.0,20-11 14:57:27,1287.0,1084.0,5.0,140.0,0.0,3.0,0.0
2.941,5.882,82.353,2.941,5.882,0.0,0.0,12288.0,0.0,1088.0,0.0,0.130,0.140,0.210,116903936.0,15249408.0,229879808.0,1397833728.0,935261.0,12488300.0,3.0,0.0,0.0,20-11 14:57:28,1354.0,1131.0,5.0,140.0,0.0,3.0,0.0
2.020,6.061,86.869,0.0,5.051,0.0,0.0,0.0,0.0,1069.0,0.0,0.130,0.140,0.210,116928512.0,15249408.0,229888000.0,1397800960.0,928409.0,12518515.0,1.0,0.0,0.0,20-11 14:57:29,1336.0,1186.0,5.0,140.0,0.0,3.0,0.0
