"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms2",,,,"User:","nikolijo"
"Cmdline:","dstat -c -d -i -l -m -n -p -t -y --tcp --output dstat_memtier2_cpt1_rep3_w.csv",,,,"Date:","20 Nov 2017 13:21:30 UTC"

"total cpu usage",,,,,,"dsk/total",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"system","system",,"tcp sockets",,,,
"usr","sys","idl","wai","hiq","siq","read","writ","4","7","12","1m","5m","15m","used","buff","cach","free","recv","send","run","blk","new","time","int","csw","lis","act","syn","tim","clo"
3.253,3.741,87.677,4.350,0.979,0.0,330593.250,115166743.921,1.506,499.395,0.293,0.150,0.250,0.170,117407744.0,8773632.0,229265408.0,3246530560.0,0.0,0.0,0.002,0.0,5.501,20-11 13:21:30,1371.715,1427.370,3.0,4.0,0.0,4.0,0.0
1.485,3.465,94.059,0.0,0.990,0.0,0.0,0.0,0.0,874.0,0.0,0.150,0.250,0.170,117501952.0,8773632.0,229269504.0,3246432256.0,54012.0,819075.0,1.0,0.0,0.0,20-11 13:21:31,2047.0,2544.0,3.0,4.0,0.0,4.0,0.0
1.508,3.015,92.462,1.508,1.508,0.0,0.0,40960.0,0.0,902.0,0.0,0.130,0.250,0.170,117628928.0,8781824.0,229261312.0,3246305280.0,56076.0,849062.0,1.0,0.0,0.0,20-11 13:21:32,2043.0,2566.0,3.0,4.0,0.0,4.0,0.0
1.500,3.0,94.0,0.0,1.500,0.0,0.0,0.0,0.0,1000.0,0.0,0.130,0.250,0.170,117620736.0,8781824.0,229269504.0,3246305280.0,58436.0,883794.0,1.0,0.0,0.0,20-11 13:21:33,2167.0,2630.0,3.0,4.0,0.0,4.0,0.0
1.508,3.015,93.970,0.0,1.508,0.0,0.0,0.0,0.0,1010.0,0.0,0.130,0.250,0.170,117620736.0,8781824.0,229269504.0,3246305280.0,56898.0,860275.0,1.0,0.0,0.0,20-11 13:21:34,2174.0,2575.0,3.0,4.0,0.0,4.0,0.0
1.493,2.985,94.030,0.0,1.493,0.0,0.0,0.0,0.0,812.0,0.0,0.130,0.250,0.170,117620736.0,8781824.0,229269504.0,3246305280.0,53996.0,818713.0,1.0,0.0,0.0,20-11 13:21:35,1943.0,2501.0,3.0,4.0,0.0,4.0,0.0
1.493,3.483,93.532,0.0,1.493,0.0,0.0,0.0,0.0,914.0,0.0,0.130,0.250,0.170,117620736.0,8781824.0,229269504.0,3246305280.0,57268.0,868133.0,1.0,0.0,0.0,20-11 13:21:36,2066.0,2600.0,3.0,4.0,0.0,4.0,0.0
1.508,3.015,93.970,0.0,1.508,0.0,0.0,12288.0,0.0,1003.0,0.0,0.120,0.240,0.170,117620736.0,8781824.0,229269504.0,3246305280.0,56816.0,860277.0,2.0,0.0,0.0,20-11 13:21:37,2163.0,2626.0,3.0,4.0,0.0,4.0,0.0
1.500,3.500,91.0,3.0,1.0,0.0,0.0,28672.0,0.0,1011.0,0.0,0.120,0.240,0.170,117620736.0,8790016.0,229261312.0,3246305280.0,58140.0,879338.0,1.0,0.0,0.0,20-11 13:21:38,2170.0,2647.0,3.0,4.0,0.0,4.0,0.0
